,US10,SP500
1982-08-30,0.0,
1982-08-31,0.0,
1982-09-01,0.0,
1982-09-02,0.0,
1982-09-03,0.0,
1982-09-06,0.0,
1982-09-07,0.0,
1982-09-08,0.0,
1982-09-09,0.0,
1982-09-10,0.0,
1982-09-13,0.0,
1982-09-14,0.0,0.0
1982-09-15,0.0,0.0
1982-09-16,0.0,0.0
1982-09-17,0.0,0.0
1982-09-20,0.0,0.0
1982-09-21,0.0,0.0
1982-09-22,-0.03463742671078185,0.0
1982-09-23,0.7151027925888842,0.0
1982-09-24,-0.3549951745823732,0.0
1982-09-27,-0.23043891855060172,0.0
1982-09-28,0.8919686436156926,0.0
1982-09-29,0.7658536828111684,0.0
1982-09-30,1.458618926880484,-0.0006366004357660771
1982-10-01,3.3609680317594925,-0.08125509208882775
1982-10-04,0.6477426209257953,-0.191165711487562
1982-10-05,1.150981334030421,-0.16122306120096574
1982-10-06,2.9211235073759667,-1.159610830588953
1982-10-07,7.037968447671017,-2.070477961989492
1982-10-08,7.974550671588143,-2.0727217339359894
1982-10-11,12.293532698451681,-0.9864954750878896
1982-10-12,12.082982324642089,-1.6803648832620754
1982-10-13,12.923604692076918,0.08938854883919767
1982-10-14,10.735709851167918,-1.262631534398495
1982-10-15,9.21309384071436,-1.0552830606208374
1982-10-18,10.987806615625972,0.9631891649426239
1982-10-19,11.820215165243164,0.1756762894559616
1982-10-20,10.841788282547293,2.6099452232898557
1982-10-21,11.049616635577086,2.394464338320934
1982-10-22,9.5226844068379,0.7663923553416385
1982-10-25,6.716165618912684,-2.257474182735042
1982-10-26,8.665081005624863,-0.8907721859490403
1982-10-27,8.665081005624863,-1.2029662535632868
1982-10-28,8.665081005624863,-1.5891126099452202
1982-10-29,8.665081005624863,-1.4611784563381636
1982-11-01,8.613231195322847,-0.8896532913848731
1982-11-02,8.613231195322847,-0.6121443206007604
1982-11-03,9.903013315767307,0.38088725932998724
1982-11-04,10.246460232379073,0.44027208239842963
1982-11-05,9.212899667700514,0.09793893263494446
1982-11-08,8.598577107069705,-0.4025507620282309
1982-11-09,9.0058217712212,1.390203324255146
1982-11-10,9.142079048435225,-0.688295843891984
1982-11-11,7.77780306032978,0.5274260927059071
1982-11-12,8.518775456369543,-0.8196414169363564
1982-11-15,7.686769924433445,-2.3692909964460385
1982-11-16,6.542597993986332,-2.42957203163916
1982-11-17,8.207326087642365,-2.2344311757024338
1982-11-18,9.357028927323574,-2.185548391290293
1982-11-19,9.562073356562317,-2.4789917461164213
1982-11-22,8.945786693931645,-2.820315275005014
1982-11-23,8.128693293727164,-2.8365712417427025
1982-11-24,7.925951993801439,-2.958025527690522
1982-11-25,7.925951993801439,-2.958025527690522
1982-11-26,7.049053633851798,-3.0696237983336983
1982-11-29,4.861415152117665,-2.943614309271525
1982-11-30,4.861415152117665,-3.4288962377251653
1982-12-01,4.861415152117665,-3.3766024313032883
1982-12-02,4.861415152117665,-3.377416089773322
1982-12-03,4.861415152117665,-3.3484293146002764
1982-12-06,4.861415152117665,-2.9424927177215787
1982-12-07,4.861415152117665,-2.905296159398607
1982-12-08,4.816546906882646,-3.6043780270509362
1982-12-09,5.165067818659108,-4.081536355817028
1982-12-10,5.165067818659108,-4.211822457456805
1982-12-13,5.165067818659108,-3.9723520136004553
1982-12-14,5.165067818659108,-4.875011904672643
1982-12-15,5.165067818659108,-4.970933682137646
1982-12-16,5.165067818659108,-4.98122659434177
1982-12-17,5.165067818659108,-4.98122659434177
1982-12-20,5.165067818659108,-4.98122659434177
1982-12-21,5.165067818659108,-4.98122659434177
1982-12-22,5.165067818659108,-4.982016920590282
1982-12-23,5.165067818659108,-4.906002534126763
1982-12-24,5.121617122234645,-4.906002534126763
1982-12-27,5.975730261352785,-4.530381244136549
1982-12-28,5.975730261352785,-4.765864327383207
1982-12-29,5.445851610046026,-4.551587522119815
1982-12-30,5.511755267302321,-5.081326211372083
1982-12-31,5.511755267302321,-4.897010069247598
1983-01-03,7.226321290395998,-5.429586812859788
1983-01-04,6.556156782331035,-4.768372906383201
1983-01-05,6.622754380320006,-4.73028025554576
1983-01-06,6.35619749436922,-4.345224545099391
1983-01-07,6.489142741237175,-4.336444110410964
1983-01-10,6.6222541696637105,-3.849341944559681
1983-01-11,7.555198893648263,-4.157024050337165
1983-01-12,7.756864891573856,-4.137855455147177
1983-01-13,7.958909013245563,-4.080338168420273
1983-01-14,8.296280603911965,-4.080338168420273
1983-01-17,8.296280603911965,-3.946050641856058
1983-01-18,8.296280603911965,-3.9844722215993222
1983-01-19,7.010262271740508,-4.791002654937893
1983-01-20,6.675855202141312,-4.257832269805606
1983-01-21,4.8090277361038325,-5.693964785758521
1983-01-24,3.655007800593113,-6.544219415361885
1983-01-25,3.655007800593113,-6.442157578997298
1983-01-26,3.655007800593113,-6.447571933249085
1983-01-27,3.655007800593113,-6.447571933249085
1983-01-28,3.655007800593113,-6.448312402161493
1983-01-31,3.655007800593113,-6.275241780105478
1983-02-01,3.655007800593113,-6.646202293735315
1983-02-02,3.655007800593113,-6.496836217405333
1983-02-03,3.655007800593113,-6.337880838974918
1983-02-04,3.655007800593113,-5.682246004847757
1983-02-07,3.6162468924865854,-5.6539506786492115
1983-02-08,3.6162468924865854,-6.107558052155381
1983-02-09,3.7457672011022014,-6.107558052155381
1983-02-10,2.319262902087038,-5.0231003476577385
1983-02-11,1.6419194887034916,-5.365017186406218
1983-02-14,1.6419194887034916,-4.754621547258486
1983-02-15,1.6301569298019514,-5.21347109995448
1983-02-16,1.6301569298019514,-5.630531827114693
1983-02-17,1.6301569298019514,-5.328549528961513
1983-02-18,1.592934527938028,-5.252812368584625
1983-02-21,1.592934527938028,-5.252812368584625
1983-02-22,2.862846209537251,-6.3897786201616125
1983-02-23,2.2842426996086074,-5.51129796559644
1983-02-24,2.8224920339394943,-4.925468012983137
1983-02-25,6.8068636002546645,-5.05931051157118
1983-02-28,5.4717778052514765,-5.572726592672527
1983-03-01,7.317533916843377,-4.326286583695815
1983-03-02,7.1833869994473165,-4.307151841012624
1983-03-03,7.85328316819387,-4.039211866167403
1983-03-04,6.3703005246311895,-3.886412202596623
1983-03-07,3.0462286332364696,-3.910440599546172
1983-03-08,1.334421891105353,-5.111560092051737
1983-03-09,1.3977559047873012,-4.281286242857297
1983-03-10,0.9541407227038556,-5.190614023550033
1983-03-11,0.6386590329453989,-5.049122137934026
1983-03-14,1.8337431089616274,-4.8972007333547785
1983-03-15,2.4065579139495252,-4.8211184939414125
1983-03-16,1.7665169269873493,-6.058443953520176
1983-03-17,1.5121006346698884,-6.0035009155491315
1983-03-18,1.7024358233598935,-5.815507917380225
1983-03-21,1.384615711411885,-5.448188398258003
1983-03-22,1.1945195569529998,-5.675112746102185
1983-03-23,2.016725028353239,-4.995973557874112
1983-03-24,2.3992877472095664,-4.968901721009777
1983-03-25,1.3752948697374645,-5.615113189306964
1983-03-28,1.5020139883246353,-5.615113189306964
1983-03-29,1.8826465407808524,-5.936021804463243
1983-03-30,2.073676503044819,-5.089446000703424
1983-03-31,1.7546962639727992,-6.114479983895837
1983-04-01,1.7546962639727992,-6.115179907772472
1983-04-04,2.1998730601276772,-5.734946386398998
1983-04-05,3.5412463940418526,-6.144999369618143
1983-04-06,3.7353862310306907,-6.257625370374564
1983-04-07,3.2815439162699356,-6.1317645572438355
1983-04-08,2.8942381265839145,-6.122377733699558
1983-04-11,4.180416103166218,-5.512173188968605
1983-04-12,4.050190583037261,-5.418379802085759
1983-04-13,4.505410166838053,-5.2062641082871846
1983-04-14,5.906773411754829,-4.429649303251571
1983-04-15,5.112472611166674,-4.525916947315
1983-04-18,6.163597337278337,-4.039693626611229
1983-04-19,2.9786894171599743,-4.779284591597277
1983-04-20,3.49358286424577,-3.065311714246022
1983-04-21,1.9411791212820884,-3.414276592074861
1983-04-22,2.034130545971302,-3.3756423027115456
1983-04-25,2.4167585355186816,-4.651083824315916
1983-04-26,2.8648318541115714,-1.5999185066940202
1983-04-27,3.8291896527438585,-1.7967186696806303
1983-04-28,3.8940828962768403,-0.6968419187808883
1983-04-29,4.1840470131866425,0.05714742898514924
1983-05-02,4.314277071953132,-1.0241886213753437
1983-05-03,4.966241303652841,-0.875724904307662
1983-05-04,7.196773931355471,0.11551784664949327
1983-05-05,5.722818289799325,0.7662687126526846
1983-05-06,6.383585904110589,3.4365748335381863
1983-05-09,3.8569757388879466,3.021357746917319
1983-05-10,5.674472814318499,3.021357746917319
1983-05-11,5.278193541264797,1.661475824657832
1983-05-12,4.3570093477787175,0.6245287712462799
1983-05-13,4.878794394517594,1.469066254937812
1983-05-16,1.339135083702625,-0.3167893111492459
1983-05-17,0.6453920490503418,0.008321777354147741
1983-05-18,0.5195853089890345,-1.341790566640133
1983-05-19,-0.4227858032827436,-2.1416122444851915
1983-05-20,-0.7667355408619292,-2.299551112507092
1983-05-23,-0.7667355408619292,-1.1271457258570483
1983-05-24,-0.7667355408619292,0.17797595056154858
1983-05-25,-0.7667355408619292,0.6273802569334075
1983-05-26,-0.7667355408619292,0.022914465900680803
1983-05-27,-0.7667355408619292,-0.47219896070538336
1983-05-30,-0.7667355408619292,-0.47219896070538336
