,cum_pnl_usd
2015-04-21,-1177.2115733
2015-04-22,-1177.2115733
2015-04-23,-1177.2115733
2015-04-24,-1233.9200677000001
2015-04-27,-1233.9200677000001
2015-04-28,-1233.9200677000001
2015-04-29,-1233.9200677000001
2015-04-30,-1233.9200677000001
2015-05-01,-1235.9269381000001
2015-05-04,-1235.9269381000001
2015-05-05,-1235.9269381000001
2015-05-06,-1235.9269381000001
2015-05-07,-1235.9269381000001
2015-05-08,-1235.9269381000001
2015-05-11,-1235.9269381000001
2015-05-12,-1235.9269381000001
2015-05-13,-1235.9269381000001
2015-05-14,-1235.9269381000001
2015-05-15,1700.0387098999997
2015-05-18,1820.0387098999997
2015-05-19,1820.0387098999997
2015-05-20,1820.0387098999997
2015-05-21,1820.0387098999997
2015-05-22,1574.0302474999999
2015-05-25,1574.0302474999999
2015-05-26,1574.0302474999999
2015-05-27,1574.0302474999999
2015-05-28,1574.0302474999999
2015-05-29,1574.0302474999999
2015-06-01,1574.0302474999999
2015-06-02,1574.0302474999999
2015-06-03,1574.0302474999999
2015-06-04,1574.0302474999999
2015-06-05,1572.1009955
2015-06-08,1572.1009955
2015-06-09,1572.1009955
2015-06-10,1572.1009955
2015-06-11,1572.1009955
2015-06-12,1570.1658562999999
2015-06-15,1570.1658562999999
2015-06-16,1570.1658562999999
2015-06-17,1570.1658562999999
2015-06-18,1570.1658562999999
2015-06-19,-1075.4449789000003
2015-06-22,484.55502109999975
2015-06-23,-1615.4449789000003
2015-06-24,964.5550210999997
2015-06-25,184.55502109999975
2015-06-26,-61.05581410000025
2015-06-29,-61.05581410000025
2015-06-30,-61.05581410000025
2015-07-01,-61.05581410000025
2015-07-02,-61.05581410000025
2015-07-03,-96.77297890000025
2015-07-06,1103.2270210999998
2015-07-07,690.7270210999998
2015-07-08,915.7270210999998
2015-07-09,1440.7270210999998
2015-07-10,1778.2270210999998
2015-07-13,2978.2270210999995
2015-07-14,953.2270210999995
2015-07-15,1253.2270210999995
2015-07-16,1065.7270210999995
2015-07-17,2066.3170210999997
2015-07-20,2737.8170210999997
2015-07-21,2780.3170210999997
2015-07-22,731.8170210999997
2015-07-23,196.3170210999997
2015-07-24,167.45963109999968
2015-07-27,167.45963109999968
2015-07-28,167.45963109999968
2015-07-29,167.45963109999968
2015-07-30,167.45963109999968
2015-07-31,57.04530609999969
2015-08-03,57.04530609999969
2015-08-04,57.04530609999969
2015-08-05,57.04530609999969
2015-08-06,57.04530609999969
2015-08-07,-51.047973900000315
2015-08-10,-51.047973900000315
2015-08-11,-51.047973900000315
2015-08-12,-51.047973900000315
2015-08-13,-51.047973900000315
2015-08-14,-80.27880990000031
2015-08-17,-80.27880990000031
2015-08-18,-80.27880990000031
2015-08-19,-80.27880990000031
2015-08-20,-80.27880990000031
2015-08-21,-113.08431390000031
2015-08-24,-113.08431390000031
2015-08-25,-113.08431390000031
2015-08-26,-113.08431390000031
2015-08-27,-113.08431390000031
2015-08-28,541.3043581000004
2015-08-31,-58.69564190001347
2015-09-01,-658.6956419000007
2015-09-02,-358.69564189998044
2015-09-03,541.3043581000004
2015-09-04,-25.695641900003693
2015-09-07,289.30435810000824
2015-09-08,-970.6956418999997
2015-09-09,44.30435809999233
2015-09-10,-1635.6956418999916
2015-09-11,-2001.1414018999917
2015-09-14,-2001.1414018999917
2015-09-15,-2001.1414018999917
2015-09-16,-2001.1414018999917
2015-09-17,-2001.1414018999917
2015-09-18,-2384.7861868999917
2015-09-21,-2384.7861868999917
2015-09-22,-2384.7861868999917
2015-09-23,-2384.7861868999917
2015-09-24,-2384.7861868999917
2015-09-25,-2812.4799718999916
2015-09-28,-2812.4799718999916
2015-09-29,-2812.4799718999916
2015-09-30,-2812.4799718999916
2015-10-01,-2812.4799718999916
2015-10-02,-1671.7010919000006
2015-10-05,-191.70109189998243
2015-10-06,-551.7010918999847
2015-10-07,1528.2989081000107
2015-10-08,2048.298908100015
2015-10-09,4376.298908100002
2015-10-12,5272.298908099983
2015-10-13,1352.298908100047
2015-10-14,4376.298908100002
2015-10-15,3928.2989081000114
2015-10-16,5534.298908100011
2015-10-19,5234.298908100011
2015-10-20,3614.2989081000183
2015-10-21,5624.298908100032
2015-10-22,4994.29890810003
2015-10-23,2002.6989081000675
2015-10-26,3973.898908100073
2015-10-27,2988.2989081000624
2015-10-28,4780.29890810004
2015-10-29,3705.0989081000625
2015-10-30,3632.6358601000625
2015-11-02,3632.6358601000625
2015-11-03,3632.6358601000625
2015-11-04,3632.6358601000625
2015-11-05,3632.6358601000625
2015-11-06,3961.6214201000626
2015-11-09,2081.6214201000626
2015-11-10,1961.6214201000626
2015-11-11,2057.6214201000626
2015-11-12,1065.6214201000626
2015-11-13,717.1030201000625
2015-11-16,717.1030201000625
2015-11-17,717.1030201000625
2015-11-18,717.1030201000625
2015-11-19,717.1030201000625
2015-11-20,352.92111610006253
2015-11-23,352.92111610006253
2015-11-24,352.92111610006253
2015-11-25,352.92111610006253
2015-11-26,352.92111610006253
2015-11-27,304.12983610006256
2015-11-30,304.12983610006256
2015-12-01,304.12983610006256
2015-12-02,304.12983610006256
2015-12-03,304.12983610006256
2015-12-04,-60.769915899937416
2015-12-07,-60.769915899937416
2015-12-08,-60.769915899937416
2015-12-09,-60.769915899937416
2015-12-10,-60.769915899937416
2015-12-11,-1134.2801558999374
2015-12-14,-771.7801558999374
2015-12-15,-989.2801558999374
2015-12-16,-2874.280155899937
2015-12-17,-2874.280155899937
2015-12-18,-3097.2382058999374
2015-12-21,-3097.2382058999374
2015-12-22,-3097.2382058999374
2015-12-23,-3097.2382058999374
2015-12-24,-3097.2382058999374
2015-12-25,-3125.573285899937
2015-12-28,-3125.573285899937
2015-12-29,-3125.573285899937
2015-12-30,-3125.573285899937
2015-12-31,-3125.573285899937
2016-01-01,-3153.6235558999374
2016-01-04,-3153.6235558999374
2016-01-05,-3153.6235558999374
2016-01-06,-3153.6235558999374
2016-01-07,-3153.6235558999374
2016-01-08,-2771.748405899922
2016-01-11,-4199.748405899938
2016-01-12,-5168.748405899945
2016-01-13,-4488.748405899945
2016-01-14,-7361.748405899922
2016-01-15,-6576.708405899926
2016-01-18,-6456.708405899922
2016-01-19,-7216.708405899924
2016-01-20,-10616.708405899924
2016-01-21,-7376.708405899926
2016-01-22,-7479.272245899926
2016-01-25,-7479.272245899926
2016-01-26,-7479.272245899926
2016-01-27,-7479.272245899926
2016-01-28,-7479.272245899926
2016-01-29,-7479.272245899926
2016-02-01,-7479.272245899926
2016-02-02,-7479.272245899926
2016-02-03,-7479.272245899926
2016-02-04,-7479.272245899926
2016-02-05,-5497.055445899931
2016-02-08,-3421.0554458999095
2016-02-09,-3481.0554458999095
2016-02-10,-2629.0554458999204
2016-02-11,3478.9445541000905
2016-02-12,2915.66455410008
2016-02-15,2915.66455410008
2016-02-16,647.6645541000826
2016-02-17,1145.6645541000798
2016-02-18,2741.664554100088
2016-02-19,2719.043594100088
2016-02-22,2719.043594100088
2016-02-23,2719.043594100088
2016-02-24,2719.043594100088
2016-02-25,2719.043594100088
2016-02-26,781.0630021000723
2016-02-29,3368.263002100045
2016-03-01,3917.063002100061
2016-03-02,5485.063002100083
2016-03-03,6425.863002100064
2016-03-04,7736.6630021000665
2016-03-07,6286.663002100064
2016-03-08,8486.663002100067
2016-03-09,6836.6630021000765
2016-03-10,8986.663002100067
2016-03-11,9565.863002100095
2016-03-14,9745.863002100068
2016-03-15,10045.863002100068
2016-03-16,10945.863002100068
2016-03-17,10945.863002100068
2016-03-18,12831.463002100058
2016-03-21,15698.66300210006
2016-03-22,17759.463002100034
2016-03-23,19372.26300210003
2016-03-24,11756.263002100017
2016-03-25,11163.963002100018
2016-03-28,10226.463002100018
2016-03-29,11763.963002099983
2016-03-30,15851.463002099976
2016-03-31,18776.463002099958
2016-04-01,18626.463002099925
2016-04-04,16451.463002099943
2016-04-05,15551.463002099952
2016-04-06,17051.463002099954
2016-04-07,16076.463002099945
2016-04-08,15499.390663280545
2016-04-11,15499.390663280545
2016-04-12,15499.390663280545
2016-04-13,15499.390663280545
2016-04-14,15499.390663280545
2016-04-15,15445.601663007805
2016-04-18,15445.601663007805
2016-04-19,17458.101663007805
2016-04-20,19278.101663007805
2016-04-21,19943.101663007805
2016-04-22,19939.601663007805
2016-04-25,20899.601663007805
2016-04-26,21919.601663007805
2016-04-27,21769.601663007805
2016-04-28,22054.601663007805
2016-04-29,22051.101663007805
2016-05-02,22788.601663007805
2016-05-03,21988.601663007805
2016-05-04,22363.601663007805
2016-05-05,21151.101663007805
2016-05-06,20947.480222883773
2016-05-09,20947.480222883773
2016-05-10,20947.480222883773
2016-05-11,20947.480222883773
2016-05-12,20947.480222883773
2016-05-13,20748.93368090758
2016-05-16,20728.93368090758
2016-05-17,21458.93368090758
2016-05-18,21188.93368090758
2016-05-19,21038.93368090758
2016-05-20,21038.93368090758
2016-05-23,20278.93368090758
2016-05-24,20188.93368090758
2016-05-25,21478.93368090758
2016-05-26,21198.93368090758
2016-05-27,21165.370401374155
2016-05-30,21165.370401374155
2016-05-31,21165.370401374155
2016-06-01,21165.370401374155
2016-06-02,21165.370401374155
2016-06-03,22777.36624106527
2016-06-06,27007.366241065276
2016-06-07,26527.36624106527
2016-06-08,25297.366241065298
2016-06-09,27007.366241065276
2016-06-10,26555.366241065276
2016-06-13,26375.366241065276
2016-06-14,26145.366241065276
2016-06-15,25665.366241065276
2016-06-16,24815.366241065276
2016-06-17,24206.166241065337
2016-06-20,23726.16624106532
2016-06-21,23686.166241065264
2016-06-22,20966.166241065283
2016-06-23,20406.166241065337
2016-06-24,21410.96624106533
2016-06-27,20720.966241065344
2016-06-28,21440.966241065336
2016-06-29,24350.96624106535
2016-06-30,26000.96624106535
2016-07-01,25548.96624106535
2016-07-04,25548.96624106535
2016-07-05,23178.96624106535
2016-07-06,23008.96624106535
2016-07-07,20878.96624106535
2016-07-08,20574.88969534919
2016-07-11,20574.88969534919
2016-07-12,20574.88969534919
2016-07-13,20574.88969534919
2016-07-14,20574.88969534919
2016-07-15,20069.65562170955
2016-07-18,21329.655621709495
2016-07-19,20369.65562170955
2016-07-20,20489.65562170951
2016-07-21,19079.655621709495
2016-07-22,19500.055621709496
2016-07-25,19440.055621709496
2016-07-26,19690.055621709496
2016-07-27,21520.055621709496
2016-07-28,22010.055621709496
2016-07-29,22009.575621709497
2016-08-01,22579.575621709497
2016-08-02,21420.575621709497
2016-08-03,21924.075621709497
2016-08-04,22522.575621709497
2016-08-05,22076.595621709497
2016-08-08,21923.595621709497
2016-08-09,22364.595621709497
2016-08-10,21986.595621709497
2016-08-11,22652.595621709497
2016-08-12,22868.865621709498
2016-08-15,23497.865621709498
2016-08-16,22715.865621709498
2016-08-17,22843.365621709498
2016-08-18,22970.865621709498
2016-08-19,21149.705621709498
2016-08-22,15619.705621709498
2016-08-23,17859.705621709498
2016-08-24,16319.705621709498
2016-08-25,17299.705621709498
2016-08-26,17518.705621709512
2016-08-29,19678.7056217095
2016-08-30,19108.7056217095
2016-08-31,16378.705621709503
2016-09-01,20788.7056217095
2016-09-02,19998.205621709483
2016-09-05,19998.205621709483
2016-09-06,19473.20562170949
2016-09-07,19548.205621709465
2016-09-08,19398.205621709472
2016-09-09,19744.705621709487
2016-09-12,17382.205621709487
2016-09-13,19969.705621709487
2016-09-14,18462.20562170947
2016-09-15,18439.70562170947
2016-09-16,19180.705621709443
2016-09-19,18778.20562170941
2016-09-20,19698.20562170941
2016-09-21,19583.20562170942
2016-09-22,22745.705621709407
2016-09-23,22426.705621709407
2016-09-26,22696.705621709418
2016-09-27,25036.705621709407
2016-09-28,22854.20562170941
2016-09-29,22719.205621709425
2016-09-30,22367.31644000013
2016-10-03,22367.31644000013
2016-10-04,22367.31644000013
2016-10-05,22367.31644000013
2016-10-06,22367.31644000013
2016-10-07,21774.848505811267
2016-10-10,22930.848505811267
2016-10-11,20669.848505811267
2016-10-12,20219.348505811267
2016-10-13,19641.348505811267
2016-10-14,19827.58850581127
2016-10-17,20570.08850581127
2016-10-18,19490.08850581127
2016-10-19,19557.58850581127
2016-10-20,20232.58850581127
2016-10-21,20137.826828832163
2016-10-24,20137.826828832163
2016-10-25,20137.826828832163
2016-10-26,20137.826828832163
2016-10-27,20137.826828832163
2016-10-28,19710.490419263395
2016-10-31,19980.49041926338
2016-11-01,26370.4904192634
2016-11-02,27000.49041926337
2016-11-03,23820.4904192634
2016-11-04,24094.49041926341
2016-11-07,25774.490419263402
2016-11-08,24254.49041926339
2016-11-09,22894.490419263435
2016-11-10,24574.490419263428
2016-11-11,23896.4904192634
2016-11-14,24226.49041926337
2016-11-15,24916.490419263424
2016-11-16,24526.49041926337
2016-11-17,24436.490419263384
2016-11-18,24308.090419263383
2016-11-21,25268.09041926342
2016-11-22,26468.09041926342
2016-11-23,27348.090419263346
2016-11-24,27348.090419263346
2016-11-25,27589.690419263345
2016-11-28,26749.69041926338
2016-11-29,26829.6904192634
2016-11-30,29109.690419263417
2016-12-01,29109.690419263417
2016-12-02,29739.69041926347
2016-12-05,27639.69041926346
2016-12-06,27039.69041926351
2016-12-07,27139.69041926349
2016-12-08,27439.6904192635
2016-12-09,26829.690419263537
2016-12-12,26269.6904192635
2016-12-13,25829.690419263537
2016-12-14,23149.69041926352
2016-12-15,24709.690419263556
2016-12-16,26015.690419263592
2016-12-19,26415.69041926357
2016-12-20,24615.690419263614
2016-12-21,25465.690419263636
2016-12-22,25115.690419263614
2016-12-23,23843.290419263612
2016-12-26,23843.290419263612
2016-12-27,23363.29041926364
2016-12-28,25563.29041926364
2016-12-29,26163.29041926364
2016-12-30,26106.44998909924
2017-01-02,26106.44998909924
2017-01-03,26106.44998909924
2017-01-04,26106.44998909924
2017-01-05,26106.44998909924
2017-01-06,25686.130094117892
2017-01-09,25686.130094117892
2017-01-10,26076.130094117892
2017-01-11,25198.630094117892
2017-01-12,22176.130094117892
2017-01-13,21505.180094117903
2017-01-16,20455.180094117903
2017-01-17,17410.180094117888
2017-01-18,17830.180094117888
2017-01-19,17305.1800941179
2017-01-20,16638.030094117938
2017-01-23,16958.03009411792
2017-01-24,15438.030094117938
2017-01-25,15838.030094117938
2017-01-26,13918.030094117956
2017-01-27,14485.030094117956
2017-01-30,12925.030094117956
2017-01-31,12665.030094117956
2017-02-01,13965.030094117956
2017-02-02,13285.030094117956
2017-02-03,13151.627748127206
2017-02-06,13151.627748127206
2017-02-07,13151.627748127206
2017-02-08,13151.627748127206
2017-02-09,13151.627748127206
2017-02-10,12822.313402576607
2017-02-13,13504.813402576607
2017-02-14,14967.313402576607
2017-02-15,15259.813402576607
2017-02-16,13114.813402576607
2017-02-17,14476.093402576607
2017-02-20,15304.093402576607
2017-02-21,15640.093402576607
2017-02-22,15664.093402576607
2017-02-23,14860.093402576607
2017-02-24,14748.277796916957
2017-02-27,14748.277796916957
2017-02-28,14748.277796916957
2017-03-01,14748.277796916957
2017-03-02,14748.277796916957
2017-03-03,14624.241907553307
2017-03-06,14030.491907553307
2017-03-07,13341.741907553307
2017-03-08,12937.991907553307
2017-03-09,13056.741907553307
2017-03-10,13028.508808116607
2017-03-13,13028.508808116607
2017-03-14,13028.508808116607
2017-03-15,13028.508808116607
2017-03-16,13028.508808116607
2017-03-17,13028.508808116607
2017-03-20,13028.508808116607
2017-03-21,13028.508808116607
2017-03-22,13028.508808116607
2017-03-23,13028.508808116607
2017-03-24,13028.508808116607
2017-03-27,13028.508808116607
2017-03-28,13028.508808116607
2017-03-29,13028.508808116607
2017-03-30,13028.508808116607
2017-03-31,13025.837582449607
2017-04-03,13025.837582449607
2017-04-04,13025.837582449607
2017-04-05,13025.837582449607
2017-04-06,13025.837582449607
2017-04-07,13025.837582449607
2017-04-10,13025.837582449607
2017-04-11,13025.837582449607
2017-04-12,13025.837582449607
2017-04-13,13025.837582449607
2017-04-14,12888.429900805731
2017-04-17,12888.429900805731
2017-04-18,12888.429900805731
2017-04-19,12888.429900805731
2017-04-20,12888.429900805731
2017-04-21,12748.060145775882
2017-04-24,12748.060145775882
2017-04-25,12748.060145775882
2017-04-26,12748.060145775882
2017-04-27,12748.060145775882
2017-04-28,12742.628019849883
2017-05-01,12742.628019849883
2017-05-02,12742.628019849883
2017-05-03,12742.628019849883
2017-05-04,12742.628019849883
2017-05-05,12709.573614697072
2017-05-08,12709.573614697072
2017-05-09,12709.573614697072
2017-05-10,12709.573614697072
2017-05-11,12709.573614697072
2017-05-12,12676.870088820142
2017-05-15,12676.870088820142
2017-05-16,12676.870088820142
2017-05-17,12676.870088820142
2017-05-18,12676.870088820142
2017-05-19,12606.965667693405
2017-05-22,12606.965667693405
2017-05-23,12606.965667693405
2017-05-24,12606.965667693405
2017-05-25,12606.965667693405
2017-05-26,12609.323425891413
2017-05-29,12757.823425891413
2017-05-30,12654.323425891413
2017-05-31,13086.323425891413
2017-06-01,13698.323425891413
2017-06-02,13697.363425891413
2017-06-05,13637.363425891413
2017-06-06,12967.363425891413
2017-06-07,13557.363425891413
2017-06-08,13877.363425891413
2017-06-09,13825.484860603965
2017-06-12,13825.484860603965
2017-06-13,13825.484860603965
2017-06-14,13825.484860603965
2017-06-15,13825.484860603965
2017-06-16,16224.949558108048
2017-06-19,15314.949558108048
2017-06-20,18324.94955810805
2017-06-21,17344.94955810805
2017-06-22,14544.949558108048
2017-06-23,14453.610390042259
2017-06-26,14453.610390042259
2017-06-27,14453.610390042259
2017-06-28,14453.610390042259
2017-06-29,14453.610390042259
2017-06-30,17692.754280601937
2017-07-03,27292.754280601937
2017-07-04,27292.754280601937
2017-07-05,32917.754280601934
2017-07-06,28942.754280601934
2017-07-07,28879.906602134302
2017-07-10,28879.906602134302
2017-07-11,28879.906602134302
2017-07-12,28879.906602134302
2017-07-13,28879.906602134302
2017-07-14,28879.906602134302
2017-07-17,28879.906602134302
2017-07-18,28879.906602134302
2017-07-19,28879.906602134302
2017-07-20,28879.906602134302
2017-07-21,29854.891185243916
2017-07-24,30934.89118524389
2017-07-25,30394.891185243905
2017-07-26,31594.891185243905
2017-07-27,30334.89118524389
2017-07-28,29975.81702299871
2017-07-31,29975.81702299871
2017-08-01,29975.81702299871
2017-08-02,29975.81702299871
2017-08-03,29975.81702299871
2017-08-04,29468.974748333054
2017-08-07,30083.974748333007
2017-08-08,30563.974748333047
2017-08-09,31238.974748333047
2017-08-10,32228.974748333032
2017-08-11,32169.992639072487
2017-08-14,32169.992639072487
2017-08-15,32169.992639072487
2017-08-16,32169.992639072487
2017-08-17,32169.992639072487
2017-08-18,31573.304395854935
2017-08-21,32679.304395854946
2017-08-22,31643.30439585493
2017-08-23,32483.30439585493
2017-08-24,31783.30439585493
2017-08-25,31644.11079626598
2017-08-28,31644.11079626598
2017-08-29,31644.11079626598
2017-08-30,31644.11079626598
2017-08-31,31644.11079626598
2017-09-01,31644.11079626598
2017-09-04,31644.11079626598
2017-09-05,31644.11079626598
2017-09-06,31644.11079626598
2017-09-07,31644.11079626598
2017-09-08,32274.798374288875
2017-09-11,34754.79837428889
2017-09-12,35434.79837428886
2017-09-13,34354.79837428889
2017-09-14,34754.79837428889
2017-09-15,33634.79837428886
2017-09-18,33554.79837428889
2017-09-19,31074.798374288872
2017-09-20,31354.79837428889
2017-09-21,29594.798374288854
2017-09-22,29461.992911660258
2017-09-25,29461.992911660258
2017-09-26,29461.992911660258
2017-09-27,29461.992911660258
2017-09-28,29461.992911660258
2017-09-29,29461.992911660258
2017-10-02,29461.992911660258
2017-10-03,29461.992911660258
2017-10-04,29461.992911660258
2017-10-05,29461.992911660258
2017-10-06,28496.72401156382
2017-10-09,27559.22401156382
2017-10-10,28834.224011563812
2017-10-11,28271.724011563812
2017-10-12,26434.22401156382
2017-10-13,26329.25595264987
2017-10-16,26329.25595264987
2017-10-17,26329.25595264987
2017-10-18,26329.25595264987
2017-10-19,26329.25595264987
2017-10-20,26329.25595264987
2017-10-23,26329.25595264987
2017-10-24,26329.25595264987
2017-10-25,26329.25595264987
2017-10-26,26329.25595264987
2017-10-27,26329.25595264987
2017-10-30,26329.25595264987
2017-10-31,26329.25595264987
2017-11-01,26329.25595264987
2017-11-02,26329.25595264987
2017-11-03,26329.25595264987
2017-11-06,26329.25595264987
2017-11-07,26329.25595264987
2017-11-08,26329.25595264987
2017-11-09,26329.25595264987
2017-11-10,26327.1390837814
2017-11-13,26327.1390837814
2017-11-14,26327.1390837814
2017-11-15,26327.1390837814
2017-11-16,26327.1390837814
2017-11-17,25231.030894761247
2017-11-20,25358.530894761247
2017-11-21,27509.030894761247
2017-11-22,27806.530894761247
2017-11-23,27700.280894761247
2017-11-24,28253.300894761247
2017-11-27,28190.300894761247
2017-11-28,28469.300894761247
2017-11-29,28469.300894761247
2017-11-30,26066.300894761247
2017-12-01,26045.578020656867
2017-12-04,26045.578020656867
2017-12-05,26045.578020656867
2017-12-06,26045.578020656867
2017-12-07,26045.578020656867
2017-12-08,25909.953083912802
2017-12-11,25909.953083912802
2017-12-12,25909.953083912802
2017-12-13,25909.953083912802
2017-12-14,25909.953083912802
2017-12-15,25775.639497186265
2017-12-18,25775.639497186265
2017-12-19,25775.639497186265
2017-12-20,25775.639497186265
2017-12-21,25775.639497186265
2017-12-22,25775.639497186265
2017-12-25,25775.639497186265
2017-12-26,25775.639497186265
2017-12-27,25775.639497186265
2017-12-28,25775.639497186265
2017-12-29,26765.00826783037
2018-01-01,26765.00826783037
2018-01-02,28115.008267830362
2018-01-03,28665.00826783033
2018-01-04,27965.00826783034
2018-01-05,29165.008267830388
2018-01-08,29515.008267830297
2018-01-09,28865.00826783032
2018-01-10,26915.008267830388
2018-01-11,30915.008267830388
2018-01-12,30754.226015578293
2018-01-15,30754.226015578293
2018-01-16,30754.226015578293
2018-01-17,30754.226015578293
2018-01-18,30754.226015578293
2018-01-19,30763.417736958043
2018-01-22,34003.41773695805
2018-01-23,35283.41773695807
2018-01-24,33243.417736958065
2018-01-25,32523.417736958036
2018-01-26,35023.41773695811
2018-01-29,34363.41773695803
2018-01-30,29083.417736958058
2018-01-31,24793.417736958036
2018-02-01,24613.41773695803
2018-02-02,26070.41773695803
2018-02-05,25720.41773695803
2018-02-06,25370.41773695803
2018-02-07,21940.41773695803
2018-02-08,24600.41773695803
2018-02-09,22246.61773695803
2018-02-12,25576.61773695803
2018-02-13,26296.61773695803
2018-02-14,24946.61773695803
2018-02-15,25216.61773695803
2018-02-16,23381.81773695803
2018-02-19,23381.81773695803
2018-02-20,25241.81773695803
2018-02-21,25421.81773695803
2018-02-22,25181.81773695803
2018-02-23,25240.61773695801
2018-02-26,24080.617736957975
2018-02-27,23360.617736957993
2018-02-28,21480.617736957975
2018-03-01,20360.617736957993
2018-03-02,20068.41933695799
2018-03-05,20068.41933695799
2018-03-06,20068.41933695799
2018-03-07,20068.41933695799
2018-03-08,20068.41933695799
2018-03-09,20024.099336957992
2018-03-12,20024.099336957992
2018-03-13,20024.099336957992
2018-03-14,20024.099336957992
2018-03-15,20024.099336957992
2018-03-16,19774.609843233167
2018-03-19,19774.609843233167
2018-03-20,19774.609843233167
2018-03-21,19774.609843233167
2018-03-22,19774.609843233167
2018-03-23,19619.773977234894
2018-03-26,19619.773977234894
2018-03-27,19619.773977234894
2018-03-28,19619.773977234894
2018-03-29,19619.773977234894
2018-03-30,19454.875512234896
2018-04-02,19454.875512234896
2018-04-03,19454.875512234896
2018-04-04,19454.875512234896
2018-04-05,19454.875512234896
2018-04-06,20967.506952234857
2018-04-09,22287.506952234766
2018-04-10,22527.50695223474
2018-04-11,21087.506952234846
2018-04-12,20967.50695223486
2018-04-13,20580.25117723486
2018-04-16,20580.25117723486
2018-04-17,20580.25117723486
2018-04-18,20580.25117723486
2018-04-19,20580.25117723486
2018-04-20,20553.641487234858
2018-04-23,20553.641487234858
2018-04-24,20553.641487234858
2018-04-25,20553.641487234858
2018-04-26,20553.641487234858
2018-04-27,21424.034097234875
2018-04-30,22474.034097234857
2018-05-01,24424.034097234875
2018-05-02,26524.034097234842
2018-05-03,25436.53409723485
2018-05-04,28661.534097234857
2018-05-07,30311.53409723485
2018-05-08,27124.03409723485
2018-05-09,32036.534097234857
2018-05-10,32786.53409723486
2018-05-11,32134.034097234857
2018-05-14,32014.034097234864
2018-05-15,30034.034097234857
2018-05-16,30904.034097234886
2018-05-17,29794.03409723487
2018-05-18,29535.46640723487
2018-05-21,29535.46640723487
2018-05-22,29535.46640723487
2018-05-23,29535.46640723487
2018-05-24,29535.46640723487
2018-05-25,29264.385932234873
2018-05-28,29264.385932234873
2018-05-29,29264.385932234873
2018-05-30,29264.385932234873
2018-05-31,29264.385932234873
2018-06-01,26473.671957234856
2018-06-04,20224.071957234864
2018-06-05,21736.071957234868
2018-06-06,23147.271957234872
2018-06-07,18913.671957234856
2018-06-08,19853.511957234856
2018-06-11,20297.511957234856
2018-06-12,22205.511957234856
2018-06-13,21995.511957234856
2018-06-14,23663.511957234856
2018-06-15,23603.464757234855
2018-06-18,23603.464757234855
2018-06-19,23603.464757234855
2018-06-20,23603.464757234855
2018-06-21,23603.464757234855
2018-06-22,23424.194708234856
2018-06-25,23424.194708234856
2018-06-26,23424.194708234856
2018-06-27,23424.194708234856
2018-06-28,23424.194708234856
2018-06-29,23259.410828234857
2018-07-02,23259.410828234857
2018-07-03,23259.410828234857
2018-07-04,23259.410828234857
2018-07-05,23259.410828234857
2018-07-06,23927.583068234842
2018-07-09,24287.583068234857
2018-07-10,22097.583068234835
2018-07-11,22787.583068234857
2018-07-12,23177.583068234842
2018-07-13,22859.583068234857
2018-07-16,21209.583068234857
2018-07-17,22619.58306823487
2018-07-18,22769.58306823487
2018-07-19,21299.583068234846
