DATETIME,monthly_return
1996-07-31,0.03310613
1996-08-30,0.00282752
1996-09-30,0.21428571
1996-10-31,0.05572755
1996-11-29,0.18548387
1996-12-31,-0.06555349
1997-01-31,0.06816678
1997-02-28,0.08488228
1997-03-31,-0.15990862
1997-04-30,0.11012916
1997-05-30,0.12492345
1997-06-30,0.09363092
1997-07-31,0.07466401
1997-08-29,-0.04353868
1997-09-30,0.25714286
1997-10-31,-0.02388290
1997-11-28,0.01341752
1997-12-31,0.06347352
1998-01-30,0.08568290
1998-02-27,-0.03170320
1998-03-31,0.12225705
1998-04-30,0.01365611
1998-05-29,0.02939375
1998-06-30,-0.03569304
1998-07-31,0.01110426
1998-08-31,0.09914582
1998-09-30,0.09492090
1998-10-30,-0.04055767
1998-11-30,0.07186262
1998-12-31,0.04905102
1999-01-29,0.02772556
1999-02-26,-0.09167810
1999-03-31,0.01258495
1999-04-30,-0.03032563
1999-05-31,-0.05537042
1999-06-30,-0.04776119
1999-07-30,-0.07609005
1999-08-31,0.04966070
1999-09-30,-0.10226271
1999-10-29,0.04909984
1999-11-30,0.03432137
1999-12-31,-0.04193062
2000-01-31,-0.05950882
2000-02-29,0.08436558
2000-03-31,0.05619018
2000-04-28,0.00555393
2000-05-31,0.01046512
2000-06-30,-0.00230150
2000-07-31,-0.00749712
2000-08-31,-0.02730970
2000-09-29,0.03614098
2000-10-31,0.01008936
2000-11-30,0.06364155
2000-12-29,0.00160987
2001-01-31,0.00723279
2001-02-28,-0.00984043
2001-03-30,0.00134300
2001-04-30,-0.07859442
2001-05-31,-0.01775837
2001-06-29,-0.01778305
2001-07-31,0.07694629
2001-08-31,0.03642477
2001-09-28,-0.01189511
2001-10-31,0.08919289
2001-11-30,-0.03441346
2001-12-31,-0.07726327
2002-01-31,0.05497604
2002-02-28,-0.01523250
2002-03-29,-0.06458616
2002-04-30,0.02814041
2002-05-31,-0.00846501
2002-06-28,0.05236198
2002-07-31,0.03731747
2002-08-30,0.04953076
2002-09-30,0.04967710
2002-10-31,-0.03809749
2002-11-29,-0.02164822
2002-12-31,0.06914760
2003-01-31,0.02187206
2003-02-28,0.02301496
