start,end,days,sign,bin,trade_return_pp
1982-09-17,1982-10-01,14,1,1,3.145439365338581
1982-09-21,1982-10-08,17,1,1,3.8142521407114627
1982-09-24,1982-10-08,14,1,1,3.7153952433767365
1982-09-28,1982-10-11,13,1,1,3.6718702370307286
1982-10-01,1982-10-11,10,1,1,3.839618572964706
1982-10-04,1982-10-11,7,1,1,4.417922277107504
1982-10-06,1982-10-13,7,1,1,4.500558700319649
1982-10-07,1983-03-24,168,1,1,4.5625
1982-10-11,1983-03-28,168,1,1,1.6875
1982-10-14,1983-03-31,168,1,1,2.5
1982-10-18,1983-04-04,168,1,1,2.59375
1982-10-22,1983-04-08,168,1,1,3.59375
1982-10-25,1983-04-11,168,1,1,5.5
1982-10-26,1983-04-12,168,1,1,4.5
1982-10-28,1983-04-14,168,1,1,4.90625
1982-11-01,1983-04-18,168,1,1,3.65625
1982-11-08,1983-04-25,168,1,1,2.875
1982-11-15,1983-05-02,168,1,1,4.1875
1982-11-17,1983-05-04,168,1,1,4.625
1982-11-23,1983-05-10,168,1,1,4.3125
1982-11-29,1983-04-14,136,1,1,4.984479541821775
1982-12-03,1983-05-20,168,1,1,2.3125
1982-12-08,1983-05-03,146,1,1,4.806476728019416
1982-12-10,1983-04-14,125,1,1,4.7259657457111865
1982-12-14,1983-05-04,141,1,1,4.6730699371233495
1982-12-16,1983-04-14,119,1,1,4.572828673820455
1982-12-21,1983-06-07,168,1,1,0.90625
1983-01-04,1983-02-04,31,1,0,-2.049497410849012
1983-01-11,1983-01-31,20,1,0,-1.849456056060068
1983-01-19,1983-01-31,12,1,0,-1.6805705199223884
1983-01-21,1983-04-18,87,1,1,3.5665114753047225
1983-01-24,1983-04-14,80,1,1,3.603765932785626
1983-01-25,1983-04-18,83,1,1,3.6246065239403493
1983-01-28,1983-04-14,76,1,1,3.442378016317507
1983-02-03,1983-02-25,22,1,1,3.2526997533357833
1983-02-10,1983-02-25,15,1,1,3.177552384621352
1983-02-16,1983-03-01,13,1,1,2.999531396507076
1983-02-17,1983-04-14,56,1,1,3.1300685565495376
1983-02-18,1983-05-04,75,1,1,3.2688817216695223
1983-02-25,1983-05-31,95,1,0,-1.7753656535021505
1983-03-03,1983-03-10,7,1,0,-1.6711410235990933
1983-03-07,1983-06-27,112,1,0,-1.7602581648673392
1983-03-10,1983-07-05,117,1,0,-1.6777263272093295
1983-03-14,1983-06-27,105,1,0,-1.6855004947144643
1983-03-17,1983-06-27,102,1,0,-1.6060999139369283
1983-03-23,1983-06-27,96,1,0,-1.5044705225425985
1983-03-25,1983-05-04,40,1,1,3.0129492041935513
1983-04-05,1983-05-31,56,1,0,-1.475675449780096
1983-04-08,1983-06-08,61,1,0,-1.3920751243162586
1983-04-11,1983-05-31,50,1,0,-1.4674738478600293
1983-04-14,1983-05-26,42,1,0,-1.5045437784589493
1983-04-19,1983-05-31,42,1,0,-1.5696118723960664
1983-04-26,1983-05-31,35,1,0,-1.4417665623570837
1983-04-27,1983-05-26,29,1,0,-1.4664711143811917
1983-05-03,1983-05-19,16,1,0,-1.337982239542027
1983-05-04,1983-05-17,13,1,0,-1.3879725860633572
1983-05-09,1983-05-20,11,1,0,-1.4274473041408258
1983-05-10,1983-05-19,9,1,0,-1.4452856173760138
1983-05-16,1983-05-31,15,1,0,-1.5242589335554702
1983-05-19,1983-05-31,12,1,0,-1.4793147988957493
1983-05-26,1983-06-08,13,1,0,-1.3496538086763339
1983-06-01,1983-06-27,26,1,0,-1.3191093857345038
1983-06-07,1983-07-05,28,1,0,-1.275512152558076
1983-06-08,1983-07-07,29,1,0,-1.3212057707855993
1983-06-09,1983-07-05,26,1,0,-1.3239473948459248
1983-06-13,1983-06-27,14,1,0,-1.497309295252046
1983-06-16,1983-06-24,8,1,0,-1.4694311676555685
1983-06-20,1983-07-05,15,1,0,-1.5039765351298007
1983-06-24,1983-07-08,14,1,0,-1.5347762422886444
1983-06-27,1983-08-04,38,-1,1,3.1565083292771265
1983-06-29,1983-07-29,30,-1,1,3.1415918276565273
1983-07-06,1983-08-04,29,-1,1,2.973051261434962
1983-07-07,1983-08-10,34,-1,1,3.001596593975283
1983-07-08,1983-09-26,80,-1,0,-1.5072514726577495
1983-07-11,1983-08-10,30,-1,1,3.026713003730289
1983-07-12,1983-09-23,73,-1,0,-1.620412140984704
1983-07-15,1983-09-23,70,-1,0,-1.5761676411916297
1983-07-18,1983-10-05,79,-1,0,-1.6763320707671876
1983-07-20,1983-08-08,19,-1,1,3.2470010476518496
1983-07-22,1983-09-26,66,-1,0,-1.6450263495317956
1983-07-27,1983-09-23,58,-1,0,-1.5783440971155154
1983-07-28,1983-09-20,54,-1,0,-1.6567246555944117
1983-07-29,1983-08-22,24,-1,0,-1.6683168180030137
1983-08-04,1983-08-15,11,-1,0,-1.6865019238385865
1983-08-10,1983-08-15,5,-1,0,-1.573718053974245
1983-08-11,1983-08-16,5,-1,0,-1.5901384649565147
1983-08-12,1983-08-22,10,-1,0,-1.6573003864259332
1983-08-15,1983-09-23,39,-1,0,-1.8073028501900756
1983-08-17,1983-10-05,49,-1,0,-1.7924494670855902
1983-08-19,1983-09-23,35,-1,0,-1.7592863668487895
1983-08-22,1984-02-06,168,-1,0,-0.6875
1983-08-26,1983-10-05,40,-1,0,-1.8487345054155162
1983-08-29,1983-09-23,25,-1,0,-2.024280009766005
1983-08-31,1983-09-12,12,-1,0,-1.964225770129105
1983-09-07,1983-10-05,28,-1,0,-1.9171338443139652
1983-09-12,1984-02-27,168,-1,1,0.84375
1983-09-14,1983-10-05,21,-1,0,-1.8567887251269404
1983-09-16,1984-03-02,168,-1,1,0.125
1983-09-20,1984-03-06,168,-1,1,1.1875
1983-09-23,1984-03-09,168,-1,1,2.53125
1983-10-05,1984-03-14,161,-1,1,3.2699609747464344
1983-10-10,1984-03-19,161,-1,1,3.106864386344477
1983-10-11,1984-03-27,168,-1,1,2.78125
1983-10-14,1984-03-30,168,-1,1,2.875
1983-10-17,1984-03-19,154,-1,1,3.194882766056382
1983-10-21,1983-10-31,10,1,0,-1.5099623086717933
1983-10-24,1984-03-14,142,1,0,-1.7828311375250827
1983-10-31,1984-04-16,168,-1,1,2.25
1983-11-04,1983-11-22,18,-1,0,-1.5166211332501278
1983-11-10,1984-04-19,161,-1,1,2.956142113224437
1983-11-11,1984-04-03,144,-1,1,3.090604695508646
1983-11-14,1984-04-18,156,-1,1,3.0987691935194346
1983-11-21,1984-04-03,134,-1,1,2.848289770803852
1983-11-22,1984-03-19,118,-1,1,2.884374609433138
1983-11-28,1984-03-23,116,-1,1,2.855687188900944
1983-12-02,1984-04-19,139,-1,1,2.8900799085437074
1983-12-08,1984-01-13,36,-1,0,-1.3798581598713122
1983-12-13,1984-01-13,31,-1,0,-1.332099240166243
1983-12-16,1984-01-13,28,-1,0,-1.2898596501743664
1983-12-22,1984-02-02,42,-1,0,-1.2100456515164948
1983-12-28,1984-01-13,16,-1,0,-1.2020724191235679
1984-01-04,1984-01-16,12,-1,0,-1.1770979007414477
1984-01-10,1984-03-19,69,-1,1,2.2088688163859773
1984-01-13,1984-03-14,61,-1,1,2.698809212686412
1984-01-18,1984-03-16,58,-1,1,2.5406957002682726
1984-02-02,1984-02-13,11,1,0,-1.0327166204990053
1984-02-06,1984-02-17,11,1,0,-1.0142827591332877
1984-02-10,1984-02-23,13,1,0,-0.9735141627957384
1984-02-13,1984-03-07,23,1,0,-1.0160583565453774
1984-02-14,1984-03-06,21,1,0,-1.021781338991082
1984-02-17,1984-03-07,19,1,0,-1.0269381752452709
1984-02-23,1984-03-16,22,1,0,-1.111781254262063
1984-02-24,1984-03-09,14,1,0,-1.1264039814658415
1984-02-28,1984-04-18,50,-1,1,2.2069857170716305
1984-02-29,1984-04-03,34,-1,1,2.2225540842891247
1984-03-02,1984-04-03,32,-1,1,2.1814551011825154
1984-03-05,1984-04-18,44,-1,1,2.2656807013680145
1984-03-07,1984-05-04,58,-1,1,2.341006494885841
1984-03-14,1984-05-04,51,-1,1,2.1251969880942347
1984-03-19,1984-05-09,51,-1,1,2.143477810470835
1984-03-28,1984-05-04,37,-1,1,1.93531966594896
1984-03-30,1984-05-09,40,-1,1,2.121238940805924
1984-04-03,1984-05-11,38,-1,1,2.091986392451507
1984-04-06,1984-05-07,31,-1,1,2.212912068041831
1984-04-12,1984-05-04,22,-1,1,2.1147669895841608
1984-04-13,1984-05-10,27,-1,1,2.3720776650909032
1984-04-18,1984-05-11,23,-1,1,2.506520123827588
1984-04-25,1984-05-11,16,-1,1,2.4043229328217817
1984-04-27,1984-05-11,14,-1,1,2.4297865257418585
1984-05-04,1984-05-25,21,-1,1,2.4504124609841833
1984-05-09,1984-05-30,21,-1,1,2.553461464594298
1984-05-11,1984-06-15,35,-1,0,-1.6158936629369502
1984-05-15,1984-06-15,31,-1,0,-1.5900341396500308
1984-05-16,1984-07-25,70,-1,0,-1.5984126929519746
1984-05-17,1984-06-15,29,-1,0,-1.6551969611319628
1984-05-21,1984-07-25,65,-1,0,-1.6019701852958397
1984-05-24,1984-06-14,21,-1,0,-1.6855473824221834
1984-05-30,1984-06-04,5,-1,0,-1.6474992791194132
1984-06-01,1984-07-19,48,-1,0,-1.9885327654871157
1984-06-04,1984-07-25,51,-1,0,-2.060298687434675
1984-06-06,1984-07-25,49,-1,0,-2.0157928037137527
1984-06-13,1984-07-25,42,-1,0,-1.9035659589588698
1984-06-15,1984-08-01,47,-1,0,-1.971850810785788
1984-06-19,1984-07-26,37,-1,0,-1.9276348810256843
1984-06-20,1984-07-25,35,-1,0,-2.172157607730056
1984-06-26,1984-07-13,17,-1,0,-1.991255455242869
1984-07-03,1984-07-13,10,-1,0,-1.8282012724177743
1984-07-09,1984-07-26,17,-1,0,-1.979002181999519
1984-07-12,1984-07-26,14,-1,0,-1.9102332336584387
1984-07-16,1984-08-01,16,-1,0,-1.8545793010257854
1984-07-19,1984-08-01,13,-1,0,-1.7631018018125817
1984-07-20,1984-07-26,6,-1,0,-1.7829421794822833
1984-07-25,1984-09-11,48,-1,0,-2.0088739960382993
1984-07-26,1984-09-13,49,-1,0,-2.0287501682959737
1984-07-30,1984-09-11,43,-1,0,-1.9832016479516774
1984-07-31,1984-09-13,44,-1,0,-1.997388128936471
1984-08-02,1984-09-19,48,-1,0,-1.935389767514219
1984-08-03,1984-10-18,76,-1,0,-1.9755956379251312
1984-08-06,1984-10-23,78,1,1,4.010151726984587
1984-08-13,1984-10-19,67,1,1,3.642501477414835
1984-08-21,1984-10-23,63,1,1,3.2961993088914334
1984-08-27,1984-10-18,52,1,1,3.261021003271513
1984-09-06,1984-10-18,42,1,1,3.060059969040945
1984-09-07,1984-10-19,42,1,1,3.083548064068489
1984-09-10,1984-10-23,43,1,1,3.105697221277293
1984-09-13,1984-11-01,49,1,1,3.035314111098745
1984-09-18,1984-11-01,44,1,1,2.844340503395914
1984-09-19,1984-10-03,14,1,0,-1.5053142740218401
1984-09-21,1984-11-01,41,1,1,3.14761803424459
1984-09-25,1984-10-23,28,1,1,3.0933829554026047
1984-09-27,1984-11-21,55,1,1,3.2993997701354343
1984-09-28,1984-11-01,34,1,1,3.5290560920749434
1984-10-05,1984-11-05,31,1,1,3.310421259841653
1984-10-12,1984-11-05,24,1,1,2.998936264015603
1984-10-17,1984-11-05,19,1,1,2.9080930880581244
1984-10-18,1984-11-23,36,1,1,3.1853814745444335
1984-10-19,1985-01-22,95,1,1,3.230994023741351
1984-10-23,1985-01-24,93,1,1,3.1536815310460127
1984-10-25,1985-01-24,91,1,1,3.1063796447525216
1984-10-26,1984-11-23,28,1,1,3.190550857213557
1984-10-30,1985-04-16,168,1,1,3.0
1984-11-01,1985-04-18,168,1,1,2.90625
1984-11-05,1985-03-18,133,1,0,-1.7467063033048857
1984-11-07,1985-04-24,168,1,1,2.84375
1984-11-08,1985-01-24,77,1,1,3.7247454547072363
1984-11-09,1985-04-26,168,1,1,2.71875
1984-11-14,1985-01-24,71,1,1,3.554607879412076
1984-11-16,1985-04-22,157,1,1,3.450931258614335
1984-11-20,1985-05-07,168,1,1,2.875
1984-11-21,1985-02-27,98,1,0,-1.7436235591970495
1984-11-28,1984-12-07,9,1,0,-1.6825043833183557
1984-11-30,1985-05-10,161,1,1,3.56605717979768
1984-12-06,1985-05-10,155,1,1,3.3106847044164565
1984-12-07,1985-01-24,48,1,1,3.363885632933175
1984-12-11,1985-05-10,150,1,1,3.3104860991533314
1984-12-13,1985-04-22,130,1,1,3.440385652357947
1984-12-14,1985-05-10,147,1,1,3.5174658157689174
1984-12-18,1985-01-02,15,1,0,-1.9026599376271476
1984-12-31,1985-05-10,130,1,1,3.4291093663512817
1985-01-03,1985-05-10,127,1,1,3.447569382171785
1985-01-07,1985-03-04,56,1,0,-1.873082387203759
1985-01-11,1985-05-10,119,1,1,3.5389701791512436
1985-01-16,1985-02-28,43,1,0,-1.6817400940178981
1985-01-18,1985-02-27,40,1,0,-1.6610764826774727
1985-01-22,1985-02-21,30,1,0,-1.7392412708928593
1985-01-24,1985-02-07,14,1,0,-1.8436194913905772
1985-01-31,1985-02-20,20,1,0,-1.6580048905486484
1985-02-01,1985-02-22,21,1,0,-1.7391987972135543
1985-02-06,1985-02-27,21,1,0,-1.6739905264918322
1985-02-14,1985-02-21,7,1,0,-1.55073695087008
1985-02-15,1985-02-22,7,1,0,-1.5762442184681094
1985-02-20,1985-03-04,12,1,0,-1.7249076789831101
1985-02-21,1985-05-10,78,1,1,3.4654422089910284
1985-02-22,1985-05-10,77,1,1,3.4671782790424532
1985-02-27,1985-04-18,50,1,1,3.614545608973812
1985-03-07,1985-04-16,40,1,1,3.3733598088548264
1985-03-08,1985-05-10,63,1,1,3.8260558777933733
1985-03-13,1985-04-18,36,1,1,3.6801737451376013
1985-03-18,1985-04-16,29,1,1,3.47688515144645
1985-03-20,1985-04-18,29,1,1,3.398540737817452
1985-03-26,1985-04-11,16,-1,0,-1.637153524635386
1985-03-27,1985-04-11,15,-1,0,-1.6571837798098208
1985-03-29,1985-04-16,18,-1,0,-1.693341125484895
1985-04-04,1985-05-10,36,1,1,3.090115391681549
1985-04-09,1985-05-10,31,1,1,3.165114754639793
1985-04-10,1985-05-14,34,1,1,3.1826960017470394
1985-04-11,1985-05-20,39,1,1,3.358005531198506
1985-04-16,1985-05-20,34,1,1,3.342107562435573
1985-04-18,1985-05-28,40,1,1,3.428649715324878
1985-04-23,1985-05-20,27,1,1,3.3462663804615054
1985-04-25,1985-05-20,25,1,1,3.318408702500156
1985-04-29,1985-05-20,21,1,1,3.321905669331681
1985-05-01,1985-05-20,19,1,1,3.2537116023910313
1985-05-03,1985-05-20,17,1,1,3.1920905172565903
1985-05-08,1985-05-20,12,1,1,3.1295043894520154
1985-05-09,1985-05-28,19,1,1,3.2119476704048995
1985-05-10,1985-05-30,20,1,1,3.428396483131507
1985-05-14,1985-06-03,20,1,1,3.6152139573070237
1985-05-16,1985-06-03,18,1,1,3.5784730250889876
1985-05-20,1985-10-30,163,1,1,4.241690222675249
1985-05-30,1985-11-05,159,1,1,3.746489366869337
1985-06-03,1985-06-25,22,1,0,-2.1568295467478804
1985-06-05,1985-06-21,16,1,0,-2.3079161831805144
1985-06-07,1985-11-22,168,1,1,4.34375
1985-06-11,1985-06-26,15,1,0,-2.525036194224628
1985-06-13,1985-11-28,168,1,0,
1985-06-14,1985-06-24,10,1,0,-2.584844499740951
1985-06-19,1985-06-26,7,1,0,-2.5644141111202616
1985-06-21,1985-11-18,150,1,1,5.311367242740698
1985-06-25,1985-11-08,136,1,1,5.1814656559221905
1985-06-27,1985-11-18,144,1,1,5.2256378007866
1985-07-01,1985-12-09,161,1,1,5.091689145909377
1985-07-08,1985-07-26,18,1,0,-2.426051671630529
1985-07-11,1985-11-21,133,1,1,4.723248492952524
1985-07-17,1985-07-25,8,1,0,-2.1749482342632462
1985-07-18,1985-11-12,117,1,1,4.793278556745298
1985-07-22,1985-11-08,109,1,1,4.6888597962196785
1985-07-26,1985-10-30,96,1,1,4.279853828845401
1985-07-31,1985-10-30,91,1,1,4.136561617057436
1985-08-02,1985-10-30,89,1,1,4.339462024902492
1985-08-07,1985-11-05,90,1,1,4.175358007631655
1985-08-08,1985-11-08,92,1,1,4.235570654268336
1985-08-13,1985-11-07,86,1,1,4.049430717472897
1985-08-15,1985-11-08,85,1,1,3.9460860285719552
1985-08-16,1985-11-12,88,1,1,3.9756150716142336
1985-08-21,1985-11-21,92,1,1,3.772168287945535
1985-08-27,1985-09-06,10,1,0,-1.7724227526092606
1985-08-30,1985-11-12,74,1,1,3.6290326536419846
1985-09-05,1985-11-12,68,1,1,3.6439012019800545
1985-09-06,1985-11-08,63,1,1,4.196917341490312
1985-09-13,1985-11-08,56,1,1,3.853902160535879
1985-09-20,1985-11-08,49,1,1,3.5275553853231094
1985-09-25,1985-11-12,48,1,1,3.383936774474829
1985-09-27,1985-11-12,46,1,1,3.353196662069332
1985-10-04,1985-11-08,35,1,1,3.0668720235940086
1985-10-14,1985-11-08,25,1,1,2.801102332630381
1985-10-16,1985-11-08,23,1,1,2.739853515386415
1985-10-18,1985-11-12,25,1,1,2.653866905180477
1985-10-22,1985-11-18,27,1,1,2.6094606471926363
1985-10-25,1985-11-12,18,1,1,2.4710181964669253
1985-10-28,1985-11-08,11,1,1,2.5001268729620754
1985-10-29,1985-12-09,41,1,1,3.1962834138827194
1985-10-30,1985-12-09,40,1,1,3.2121513474256913
1985-11-05,1985-12-10,35,1,1,2.9720304032611837
1985-11-08,1985-12-11,33,1,1,2.8744916398412235
1985-11-12,1985-12-11,29,1,1,3.026171463125342
1985-11-14,1985-12-11,27,1,1,2.9452014593438833
1985-11-15,1985-12-10,25,1,1,2.9479655788891557
1985-11-18,1985-12-17,29,1,1,3.540353231190288
1985-11-27,1985-12-17,20,1,1,3.102079781530071
1985-12-02,1985-12-16,14,1,1,3.280173002745839
1985-12-04,1985-12-17,13,1,1,3.2203230074742883
1985-12-09,1986-02-13,66,1,1,3.6330503142824027
1985-12-10,1986-02-14,66,1,1,3.6812500399731194
1985-12-11,1986-02-21,72,1,1,3.9372765668621743
1985-12-16,1986-02-21,67,1,1,3.784793375370961
1985-12-17,1986-01-13,27,1,0,-1.953301874361674
1985-12-27,1986-01-10,14,1,0,-1.7738857632582752
1986-01-07,1986-01-09,2,1,0,-1.7421171261386386
1986-01-08,1986-01-13,5,1,0,-2.0028351098196455
1986-01-09,1986-02-21,43,1,1,4.07691663062661
1986-01-13,1986-02-14,32,1,1,4.421809150653672
1986-01-14,1986-02-14,31,1,1,4.452502257895477
1986-01-15,1986-02-21,37,1,1,4.4814660033002705
1986-01-21,1986-02-21,31,1,1,4.095493480328123
1986-01-27,1986-02-24,28,1,1,4.001836761586282
1986-01-28,1986-02-24,27,1,1,4.028208360184985
1986-02-03,1986-02-24,21,1,1,3.7766314927216564
1986-02-05,1986-02-24,19,1,1,3.7891038851178056
1986-02-07,1986-02-21,14,1,1,3.7709169239886338
1986-02-10,1986-02-24,14,1,1,3.8583608858222043
1986-02-11,1986-02-27,16,1,1,3.9077776662676924
1986-02-13,1986-02-27,14,1,1,3.7975056584296176
1986-02-14,1986-03-03,17,1,1,4.160828855470352
1986-02-21,1986-03-10,17,1,1,4.513161981409049
1986-02-24,1986-03-27,31,1,1,4.59893460672298
1986-02-27,1986-04-09,41,1,1,5.130204290358656
1986-03-03,1986-04-16,44,1,1,5.109328497452964
1986-03-05,1986-04-14,40,1,1,5.650537210711357
1986-03-07,1986-04-16,40,1,1,5.512406812781001
1986-03-10,1986-06-02,84,1,0,-2.978246020148213
1986-03-18,1986-04-16,29,1,1,5.319994438529602
1986-03-24,1986-05-29,66,1,0,-2.588288861868767
1986-03-27,1986-05-15,49,1,0,-2.546975167245909
1986-04-04,1986-05-15,41,1,0,-2.391583604785442
1986-04-08,1986-05-12,34,1,0,-2.583506165109225
1986-04-14,1986-04-24,10,1,0,-2.508484551057687
1986-04-16,1986-04-23,7,1,0,-2.8429792811349883
1986-04-18,1986-04-24,6,1,0,-2.7907338352392084
1986-04-22,1986-05-15,23,1,0,-2.9593236209617086
1986-04-23,1986-05-16,23,1,0,-2.981484148692195
1986-04-25,1986-05-30,35,1,0,-2.9171380688672923
1986-04-28,1986-05-16,18,1,0,-2.9490184447020766
1986-05-02,1986-05-16,14,1,0,-2.8223875094410165
1986-05-05,1986-05-16,11,1,0,-2.8758829410767452
1986-05-07,1986-05-16,9,1,0,-2.770839469533655
1986-05-12,1986-06-02,21,1,0,-2.872118728915192
1986-05-15,1986-06-02,18,1,0,-2.8602959559695695
1986-05-16,1986-08-13,89,1,1,5.872992272410745
1986-05-20,1986-06-02,13,1,0,-2.882774900343252
1986-05-29,1986-08-13,76,1,1,6.118671745805334
1986-06-02,1986-07-03,31,1,1,6.519043250313433
1986-06-03,1986-08-13,71,1,1,6.833824233508224
1986-06-04,1986-07-15,41,1,1,7.202028948272845
1986-06-06,1986-11-21,168,1,1,6.84375
1986-06-09,1986-08-20,72,1,1,8.126563208433366
1986-06-11,1986-11-26,168,1,1,7.21875
1986-06-13,1986-11-28,168,1,1,5.53125
1986-06-19,1986-12-04,168,1,1,7.34375
1986-06-20,1986-12-05,168,1,1,5.21875
1986-06-27,1986-12-12,168,1,1,4.3125
1986-07-03,1986-12-18,168,1,1,3.8124999999999996
1986-07-14,1986-12-29,168,1,1,3.5624999999999996
1986-07-15,1986-12-30,168,1,1,2.4999999999999996
1986-07-23,1987-01-07,168,1,1,4.46875
1986-07-28,1986-12-04,129,1,1,5.577944731980772
1986-07-29,1987-01-13,168,1,1,4.90625
1986-07-31,1987-01-15,168,1,1,4.1875
1986-08-06,1987-01-09,156,1,1,5.12218175596684
1986-08-08,1987-01-23,168,1,1,3.6249999999999996
1986-08-12,1986-09-12,31,1,0,-2.503137766914337
1986-08-19,1986-09-08,20,1,0,-2.2968569558374834
1986-08-22,1986-09-11,20,1,0,-2.2631303766739936
1986-08-26,1986-09-05,10,1,0,-2.2605060471931226
1986-08-27,1986-09-11,15,1,0,-2.295141490175898
1986-08-29,1986-09-05,7,1,0,-2.2606030611507135
1986-09-03,1987-02-18,168,1,1,2.53125
1986-09-05,1987-02-20,168,1,1,3.5937499999999996
1986-09-08,1987-01-19,133,1,1,4.867550546364882
1986-09-11,1987-01-05,116,1,1,4.916358134287509
1986-09-17,1987-03-04,168,1,1,4.75
1986-09-18,1987-01-05,109,1,1,5.074764966641336
1986-09-24,1987-03-11,168,1,1,4.1875
1986-09-29,1987-01-09,102,1,1,4.745675140340618
1986-09-30,1987-03-17,168,1,1,4.21875
1986-10-03,1987-03-20,168,1,1,3.125
1986-10-13,1987-03-30,168,1,1,1.7187499999999996
1986-10-14,1987-01-09,87,1,1,4.436393711258332
1986-10-20,1986-12-02,43,1,1,4.18640606501328
1986-10-21,1987-01-07,78,1,1,4.261712795827632
1986-10-23,1987-04-09,168,1,0,-0.3125
1986-10-29,1987-04-13,166,1,0,-1.9866863586071184
1986-11-03,1987-04-10,158,1,0,-1.897186101783218
1986-11-06,1987-04-10,155,1,0,-1.8290526211955707
1986-11-13,1987-03-04,111,1,1,3.313314871471267
1986-11-17,1987-04-10,144,1,0,-1.6664104410645035
1986-11-19,1987-04-09,141,1,0,-1.7104235416045748
1986-11-24,1987-04-09,136,1,0,-1.6203718121236772
1986-11-25,1987-04-09,135,1,0,-1.6340458436190588
1986-12-02,1987-04-09,128,1,0,-1.72882205552548
1986-12-04,1987-04-01,118,1,0,-1.6952694863806728
1986-12-05,1987-04-09,125,1,0,-1.8529346183502322
1986-12-08,1987-04-09,122,1,0,-1.8674794817846554
1986-12-15,1987-04-09,115,1,0,-1.6980696292100983
1986-12-18,1987-04-02,105,1,0,-1.5994268760193444
1986-12-29,1987-04-09,101,1,0,-1.5212521670871433
1986-12-31,1987-04-09,99,1,0,-1.473031860032316
1987-01-05,1987-03-30,84,1,0,-1.4979926413775688
1987-01-13,1987-03-30,76,1,0,-1.3361050607818064
1987-01-16,1987-02-10,25,1,0,-1.3412576754072691
1987-01-23,1987-02-11,19,1,0,-1.2432838525731433
1987-01-26,1987-03-30,63,1,0,-1.265107999803045
1987-01-28,1987-02-11,14,1,0,-1.236630243515421
1987-01-30,1987-03-30,59,1,0,-1.2017385309031456
1987-02-03,1987-04-01,57,1,0,-1.158700623859834
1987-02-05,1987-02-11,6,1,0,-1.1829375046887238
1987-02-09,1987-04-02,52,1,0,-1.2678472419220164
1987-02-10,1987-04-09,58,1,0,-1.2804549181469844
1987-02-12,1987-04-07,54,1,0,-1.3065416103820184
1987-02-18,1987-04-01,42,1,0,-1.274786319258536
1987-02-19,1987-03-30,39,1,0,-1.2799833599622652
1987-02-24,1987-03-30,34,1,0,-1.223726681024556
1987-03-04,1987-03-30,26,1,0,-1.167365892182026
1987-03-06,1987-03-30,24,1,0,-1.1859169907386093
1987-03-19,1987-03-30,11,1,0,-0.9666638247729675
1987-03-23,1987-03-30,7,1,0,-0.9324924074691139
1987-03-26,1987-03-30,4,1,0,-0.8876365525388589
1987-03-27,1987-03-30,3,1,0,-0.9739115549848031
1987-03-30,1987-04-09,10,1,0,-1.5757886219560897
1987-04-01,1987-04-10,9,1,0,-1.5940535051968492
1987-04-06,1987-04-09,3,1,0,-1.5291215457982257
1987-04-07,1987-04-10,3,1,0,-1.5917920928102194
1987-04-09,1987-04-14,5,1,0,-1.9333823477850047
1987-04-10,1987-05-15,35,-1,1,4.246457435364365
1987-04-13,1987-05-15,32,-1,1,4.273044080376803
1987-04-14,1987-09-02,141,-1,1,4.5109960571032515
1987-04-15,1987-05-20,35,-1,1,4.5809121532551815
1987-04-16,1987-05-15,29,-1,1,4.695531742843293
1987-04-23,1987-09-02,132,-1,1,4.507804464525951
1987-04-24,1987-09-29,158,-1,1,4.832627239492003
1987-04-27,1987-09-08,134,-1,1,4.946180014322779
1987-04-28,1987-09-03,128,-1,1,4.975335355268204
1987-04-30,1987-09-02,125,-1,1,4.96515804002119
1987-05-01,1987-09-08,130,-1,1,5.179119581962528
1987-05-04,1987-10-01,150,-1,1,5.337156608350023
1987-05-08,1987-09-08,123,-1,1,5.086702055555975
1987-05-11,1987-10-01,143,-1,1,5.252041118641162
1987-05-15,1987-06-12,28,-1,0,-2.788857604371366
1987-05-19,1987-06-12,24,-1,0,-2.8158077669751616
1987-05-22,1987-06-12,21,-1,0,-2.6792993426977527
1987-05-29,1987-09-08,102,-1,1,5.121837549522466
1987-06-02,1987-06-12,10,-1,0,-2.928090501719411
1987-06-04,1987-10-08,126,-1,1,5.648991723342896
1987-06-05,1987-10-01,118,-1,1,5.667058506480829
1987-06-12,1987-09-08,88,-1,1,5.691264241377147
1987-06-24,1987-09-02,70,-1,1,4.979234602409444
1987-06-26,1987-09-04,70,-1,1,4.89104860396142
1987-07-02,1987-09-02,62,-1,1,4.596033685377501
1987-07-09,1987-09-02,55,-1,1,4.352488262353904
1987-07-15,1987-09-02,49,-1,1,4.2255273639573945
1987-07-17,1987-09-02,47,-1,1,4.076360025434006
1987-07-21,1987-09-02,43,-1,1,4.060040083410888
1987-07-24,1987-09-02,40,-1,1,3.796169860197846
1987-08-03,1987-09-08,36,-1,1,3.7995830966030826
1987-08-05,1987-09-08,34,-1,1,3.833306746982644
1987-08-13,1987-09-02,20,-1,1,3.5381910531448413
1987-08-18,1987-09-08,21,-1,1,3.8779461989233632
1987-08-27,1987-09-30,34,-1,1,3.7674634916551426
1987-08-28,1987-10-08,41,-1,1,3.807439047825538
1987-09-02,1987-10-14,42,-1,1,4.329534295594572
1987-09-10,1987-10-16,36,-1,1,4.00644438520942
1987-09-11,1987-10-14,33,-1,1,4.04686814477409
1987-09-15,1987-10-16,31,-1,1,3.990033891776049
