start,end,days,sign,bin,trade_return_pp
1993-03-16,1993-07-02,108,1,1,3.9931018292171334
1993-03-18,1993-08-19,154,1,1,3.9412982508551337
1993-03-25,1993-07-09,106,1,1,3.5804471892135035
1993-03-26,1993-06-28,94,1,1,3.738799536082342
1993-03-30,1993-07-02,94,1,1,3.628866913905235
1993-04-02,1993-06-25,84,1,1,3.5272899010029075
1993-04-06,1993-07-02,87,1,1,3.5196476849621874
1993-04-08,1993-08-20,134,1,1,3.6463085981852066
1993-04-15,1993-08-24,131,1,1,3.435535808759465
1993-04-22,1993-05-18,26,1,0,-1.534876160068479
1993-04-26,1993-08-19,115,1,1,2.999698913983715
1993-04-27,1993-07-12,76,1,1,3.092051729164201
1993-04-29,1993-07-16,78,1,1,3.0264998291729945
1993-05-03,1993-08-20,109,1,1,3.1736816707769715
1993-05-10,1993-05-18,8,1,0,-1.4375116291922394
1993-05-13,1993-07-14,62,1,1,2.8278172163337936
1993-05-17,1993-07-02,46,1,1,2.7851187701096176
1993-05-18,1993-06-28,41,1,1,2.796255037623726
1993-05-19,1993-07-02,44,1,1,2.820676359255748
1993-05-21,1993-06-28,38,1,1,2.770917564473363
1993-05-26,1993-06-29,34,1,1,2.6406271338151113
1993-05-28,1993-06-25,28,1,1,2.583436959363659
1993-06-03,1993-07-16,43,1,1,2.5092886218661112
1993-06-04,1993-07-09,35,1,1,2.7375541854793286
1993-06-11,1993-08-24,74,1,1,2.8840573282343356
1993-06-17,1993-08-24,68,1,1,2.621208007475237
1993-06-23,1993-08-24,62,1,1,2.441096739536507
1993-06-25,1993-08-26,62,1,1,2.4231279569654647
1993-06-28,1993-08-26,59,1,1,2.440511553145415
1993-07-02,1993-07-22,20,1,0,-1.1325014885865523
1993-07-09,1993-07-22,13,1,0,-1.0813656246009855
1993-07-14,1993-07-22,8,1,0,-1.073812292773804
1993-07-20,1993-07-22,2,1,0,-1.0289317578539081
1993-07-21,1993-08-26,36,1,1,2.3824750023488743
1993-07-22,1993-08-24,33,1,1,2.5535275169804628
1993-07-28,1993-08-24,27,1,1,2.3739413828711435
1993-07-29,1993-09-03,36,1,1,2.7031357355565317
1993-08-02,1993-08-26,24,1,1,2.6444488331920097
1993-08-09,1993-08-26,17,1,1,2.424437568645243
1993-08-13,1993-09-03,21,1,1,2.343754311007884
1993-08-19,1993-09-03,15,1,1,2.283356243146579
1993-08-24,1993-10-08,45,1,1,2.328127968815444
1993-08-26,1993-11-04,70,1,0,-1.1984032141625585
1993-08-27,1993-11-05,70,1,0,-1.2010356991069806
1993-09-03,1993-11-01,59,1,0,-1.3796366597733092
1993-09-09,1993-11-04,56,1,0,-1.5278004019616294
1993-09-10,1993-11-02,53,1,0,-1.554820042584482
1993-09-14,1993-11-05,52,1,0,-1.634935011476672
1993-09-21,1993-11-05,45,1,0,-1.4801118529249102
1993-09-24,1993-11-04,41,1,0,-1.384080367991725
1993-09-27,1993-11-01,35,1,0,-1.5884015681832804
1993-09-29,1993-11-02,34,1,0,-1.566380724466728
1993-10-01,1993-11-02,32,1,0,-1.5812103040132812
1993-10-08,1993-10-25,17,1,0,-1.5543214508451442
1993-10-15,1993-10-22,7,1,0,-1.417407978202872
1993-10-18,1993-11-01,14,1,0,-1.5010410913227843
1993-10-21,1993-11-02,12,1,0,-1.523967707803429
1993-10-22,1993-11-04,13,1,0,-1.5291778659483195
1993-10-28,1993-11-02,5,1,0,-1.4582175056584175
1993-11-01,1994-02-18,109,1,0,-1.5545335185071802
1993-11-02,1994-02-23,113,1,0,-1.5879316695482202
1993-11-05,1994-02-24,111,1,0,-1.549360900697875
1993-11-08,1994-02-23,107,1,0,-1.5749581710574931
1993-11-11,1994-02-24,105,1,0,-1.5168925117301266
1993-11-12,1994-02-18,98,1,0,-1.6235500446662514
1993-11-18,1994-02-23,97,1,0,-1.5550391226762819
1993-11-19,1994-03-01,102,1,0,-1.615468767695968
1993-11-23,1994-02-24,93,1,0,-1.6478136283601734
1993-11-30,1994-02-24,86,1,0,-1.5618049074233855
1993-12-06,1994-02-18,74,1,0,-1.53593312079199
1993-12-10,1994-02-18,70,1,0,-1.447986126580213
1993-12-14,1994-02-23,71,1,0,-1.4105811213995507
1993-12-22,1994-03-01,69,-1,1,2.8591444527965724
1993-12-30,1994-02-23,55,1,0,-1.378027617071133
1994-01-03,1994-01-07,4,-1,0,-1.4169395725835303
1994-01-06,1994-01-11,5,-1,0,-1.401268892084536
1994-01-07,1994-03-01,53,-1,1,3.4263146571951806
1994-01-12,1994-02-04,23,1,0,-1.6388610687039271
1994-01-13,1994-02-17,35,1,0,-1.7325046384895222
1994-01-17,1994-02-18,32,1,0,-1.6872607114654536
1994-01-18,1994-02-17,30,1,0,-1.6904529786516285
1994-01-27,1994-02-04,8,1,0,-1.49789681039667
1994-01-28,1994-02-04,7,1,0,-1.4980020400075202
1994-02-01,1994-02-08,7,1,0,-1.5124045634219996
1994-02-04,1994-02-24,20,1,0,-1.6464470883454625
1994-02-08,1994-03-01,21,1,0,-1.5900698477695656
1994-02-11,1994-02-23,12,1,0,-1.5148952697493103
1994-02-17,1994-03-21,32,-1,1,3.021745567734343
1994-02-18,1994-03-28,38,-1,1,3.062274312062203
1994-02-23,1994-03-29,34,-1,1,3.199747649367735
1994-02-24,1994-03-30,34,-1,1,3.2022789960671183
1994-02-28,1994-03-29,29,-1,1,3.1079916214026375
1994-03-01,1994-04-01,31,-1,1,3.3844876012143326
1994-03-04,1994-04-01,28,-1,1,3.1950532784662555
1994-03-10,1994-04-01,22,-1,1,3.1989371590431257
1994-03-16,1994-04-01,16,-1,1,3.0623090833736546
1994-03-18,1994-04-04,17,-1,1,3.128518231081097
1994-03-22,1994-04-01,10,-1,1,3.369262012042346
1994-03-24,1994-05-06,43,-1,1,3.667162720888856
1994-03-29,1994-05-09,41,-1,1,3.5737348693088307
1994-03-30,1994-05-09,40,-1,1,3.6105576951917158
1994-04-01,1994-09-16,168,-1,1,0.96875
1994-04-04,1994-04-25,21,-1,0,-2.1602398355235017
1994-04-05,1994-09-20,168,-1,1,1.21875
1994-04-12,1994-09-27,168,-1,1,2.34375
1994-04-14,1994-09-29,168,-1,1,1.90625
1994-04-18,1994-06-06,49,-1,0,-2.255453259853505
1994-04-20,1994-10-05,168,-1,1,2.40625
1994-04-21,1994-10-06,168,-1,1,3.375
1994-04-25,1994-10-10,168,-1,1,3.0625
1994-05-03,1994-06-06,34,-1,0,-2.041269227431493
1994-05-06,1994-05-19,13,-1,0,-2.3547564244713364
1994-05-09,1994-05-17,8,-1,0,-2.391157445184148
1994-05-10,1994-06-03,24,-1,0,-2.5276042968147925
1994-05-13,1994-06-03,21,-1,0,-2.4430480199710622
1994-05-17,1994-11-01,168,-1,1,3.15625
1994-05-19,1994-11-03,168,-1,1,4.4375
1994-05-23,1994-11-07,168,-1,1,3.4375
1994-05-26,1994-11-10,168,-1,1,3.65625
1994-06-02,1994-11-17,168,-1,1,4.1875
1994-06-03,1994-11-04,154,-1,1,4.598179887403784
1994-06-10,1994-11-02,145,-1,1,4.212931021207018
1994-06-14,1994-10-25,133,-1,1,4.142689311302163
1994-06-15,1994-11-04,142,-1,1,4.2209336637145025
1994-06-20,1994-11-04,137,-1,1,4.020558439667739
1994-06-22,1994-11-04,135,-1,1,4.112165746358249
1994-06-24,1994-12-09,168,-1,1,2.03125
1994-06-28,1994-12-13,168,-1,1,2.0
1994-06-30,1994-07-29,29,-1,0,-2.1207089285225105
1994-07-08,1994-07-19,11,-1,0,-2.058535081664116
1994-07-13,1994-07-19,6,-1,0,-1.951837611709441
1994-07-14,1994-12-29,168,-1,1,2.25
1994-07-19,1994-11-04,108,-1,1,4.232611523081604
1994-07-20,1995-01-04,168,-1,1,2.34375
1994-07-27,1995-01-11,168,-1,1,1.5625
1994-07-29,1994-11-03,97,-1,1,4.426269573112823
1994-08-05,1995-01-20,168,-1,1,2.25
1994-08-11,1995-01-26,168,-1,1,1.0625
1994-08-12,1995-01-27,168,-1,1,0.71875
1994-08-16,1994-11-02,78,-1,1,4.105705163648715
1994-08-18,1995-02-02,168,-1,1,1.25
1994-08-24,1994-11-02,70,-1,1,3.9950459860847816
1994-08-25,1994-11-04,71,-1,1,4.021799697820059
1994-08-30,1994-11-01,63,-1,1,3.828842271163296
1994-09-09,1995-02-24,168,-1,0,-1.8903673335733806
1994-09-15,1994-11-04,50,-1,1,3.498519238523987
1994-09-16,1995-02-22,159,-1,0,-1.9941025562396697
1994-09-21,1995-02-16,148,-1,0,-1.8852262393388648
1994-09-29,1995-02-03,127,-1,0,-1.6915773907326042
1994-10-04,1995-02-03,122,-1,0,-1.5970589924591843
1994-10-05,1995-01-27,114,-1,0,-1.605052196697979
1994-10-07,1995-02-03,119,-1,0,-1.6058894630695537
1994-10-11,1995-02-03,115,-1,0,-1.5500310717069616
1994-10-14,1995-02-15,124,-1,0,-1.4947506609055228
1994-10-19,1995-02-03,107,-1,0,-1.415293210700761
1994-10-20,1995-01-27,99,-1,0,-1.572397334849842
1994-10-25,1995-01-27,94,-1,0,-1.4863854246170285
1994-10-28,1995-01-27,91,-1,0,-1.456995484880407
1994-11-01,1995-01-13,73,-1,0,-1.5037063495819616
1994-11-04,1994-11-23,19,-1,0,-1.464093033144485
1994-11-09,1994-12-06,27,-1,0,-1.4324067965816971
1994-11-11,1994-11-23,12,-1,0,-1.4448661593314893
1994-11-14,1995-01-13,60,-1,0,-1.5598898382457214
1994-11-16,1994-12-06,20,-1,0,-1.5481081414050806
1994-11-21,1994-11-23,2,-1,0,-1.4687173676854708
1994-11-23,1995-02-03,72,-1,0,-1.8129562769940697
1994-11-28,1995-01-27,60,-1,0,-1.8315357133870107
1994-11-29,1995-01-27,59,-1,0,-1.833733395546218
1994-12-02,1995-02-03,63,-1,0,-1.8934983913774688
1994-12-06,1995-02-03,59,-1,0,-1.952278382487889
1994-12-07,1995-02-03,58,-1,0,-1.9832602800926187
1994-12-19,1995-02-03,46,-1,0,-1.676163542492754
1994-12-28,1995-01-31,34,-1,0,-1.5279248763226294
1995-01-04,1995-01-27,23,-1,0,-1.4931087136657974
1995-01-05,1995-01-27,22,-1,0,-1.506993679244706
1995-01-11,1995-01-27,16,-1,0,-1.4346689587575037
1995-01-13,1995-02-03,21,-1,0,-1.5754263571024707
1995-01-20,1995-01-27,7,-1,0,-1.5398175560697909
1995-01-25,1995-02-03,9,-1,0,-1.4952220934079459
1995-01-27,1995-02-22,26,-1,0,-1.6402215118773604
1995-02-02,1995-02-28,26,1,1,3.0582298960528584
1995-02-03,1995-05-03,89,1,1,3.864599797166054
1995-02-09,1995-03-27,46,1,1,3.584198151029026
1995-02-14,1995-04-13,58,1,1,3.4955861727769597
1995-02-16,1995-05-03,76,1,1,3.4412173687383945
1995-02-22,1995-05-04,71,1,1,3.603426746661718
1995-02-27,1995-05-05,67,1,1,3.4716116527663132
1995-03-02,1995-05-04,63,1,1,3.3241778671655258
1995-03-06,1995-05-03,58,1,1,3.228431204088018
1995-03-08,1995-05-04,57,1,1,3.1636832815051372
1995-03-09,1995-05-04,56,1,1,3.2106770797436726
1995-03-13,1995-05-05,53,1,1,3.1230391764478718
1995-03-14,1995-05-09,56,1,1,3.2830176686619876
1995-03-20,1995-05-05,46,1,1,3.0434523909597453
1995-03-22,1995-05-05,44,1,1,2.9500209688364634
1995-03-24,1995-05-05,42,1,1,3.1569950751004954
1995-03-28,1995-05-05,38,1,1,3.2783900635141676
1995-03-31,1995-05-05,35,1,1,3.101001737770266
1995-04-03,1995-05-05,32,1,1,3.1683633296658855
1995-04-06,1995-05-05,29,1,1,2.98412992195346
1995-04-12,1995-05-05,23,1,1,2.741700938650218
1995-04-13,1995-05-09,26,1,1,2.7845247054292246
1995-04-20,1995-05-09,19,1,1,2.6335866307792646
1995-04-27,1995-05-05,8,1,1,2.3501761610582097
1995-05-03,1995-05-17,14,1,1,2.4978423523175075
1995-05-04,1995-05-25,21,1,1,2.702846757805464
1995-05-05,1995-06-02,28,1,1,3.315133717720981
1995-05-09,1995-07-06,58,1,1,3.3066666657904014
1995-05-11,1995-06-02,22,1,1,3.221850222446893
1995-05-16,1995-07-06,51,1,1,3.1288959620864754
1995-05-18,1995-06-02,15,1,1,3.090382811604227
1995-05-23,1995-06-02,10,1,1,2.965382737960933
1995-05-24,1995-10-13,142,1,1,3.260666349608136
1995-06-01,1995-07-19,48,1,0,-1.6022973481859755
1995-06-02,1995-06-09,7,1,0,-1.6495515155349405
1995-06-07,1995-07-21,44,1,0,-1.6850628027349017
1995-06-09,1995-11-02,146,1,1,3.7094967722685106
1995-06-13,1995-07-21,38,1,0,-2.250441586604845
1995-06-16,1995-08-11,56,1,0,-2.10249312213049
1995-06-19,1995-07-21,32,1,0,-2.1101133766164595
1995-06-22,1995-07-19,27,1,0,-2.052199221934338
1995-06-26,1995-07-19,23,1,0,-1.9787345636727989
1995-06-29,1995-12-01,155,1,1,4.277104241338638
1995-07-06,1995-07-19,13,1,0,-2.2840658266143286
1995-07-14,1995-07-21,7,1,0,-2.0430599682496564
1995-07-17,1995-08-11,25,1,0,-2.06830590875022
1995-07-19,1995-11-29,133,1,1,4.375292046153898
1995-07-21,1995-11-02,104,1,1,4.279712506868499
1995-07-25,1995-11-28,126,1,1,4.13642101642901
1995-07-31,1995-11-27,119,1,1,3.9446211303915986
1995-08-03,1995-11-01,90,1,1,3.9257857251723265
1995-08-08,1995-11-02,86,1,1,3.6781585835818094
1995-08-11,1995-10-06,56,1,1,3.661055790889308
1995-08-16,1995-10-13,58,1,1,3.426920074351829
1995-08-24,1995-10-13,50,1,1,3.2793701539518794
1995-08-25,1995-11-29,96,1,1,3.5347814891869707
1995-08-31,1995-11-30,91,1,1,3.292437027449654
1995-09-08,1995-11-30,83,1,1,3.0619621846579617
1995-09-12,1995-12-01,80,1,1,3.043757375235173
1995-09-14,1995-12-04,81,1,1,3.1592007234056694
1995-09-18,1995-11-30,73,1,1,3.106033751058918
1995-09-20,1995-12-04,75,1,1,3.0087021222783443
1995-09-21,1995-11-30,70,1,1,3.201999225104857
1995-09-27,1995-11-28,62,1,1,2.9197204204506404
1995-09-29,1995-12-01,63,1,1,3.0361122374791756
1995-10-04,1995-12-04,61,1,1,2.8725515726414113
1995-10-12,1995-12-04,53,1,1,2.6362446290724053
1995-10-13,1996-01-17,96,1,1,2.8249639744778072
1995-10-20,1995-12-04,45,1,1,2.611073449602286
1995-10-24,1995-12-04,41,1,1,2.6152814599377687
1995-11-01,1995-12-29,58,1,1,2.3965263345538523
1995-11-02,1996-01-18,77,1,1,2.41542885397182
1995-11-07,1995-12-28,51,1,1,2.289280455373609
1995-11-08,1996-01-17,70,1,1,2.3645855351811274
1995-11-10,1995-12-04,24,1,1,2.3315480779413504
1995-11-16,1995-12-29,43,1,1,2.2968761129860176
1995-11-21,1995-12-29,38,1,1,2.1826478737414643
1995-11-29,1996-01-18,50,1,1,2.0555660658056323
1995-11-30,1996-02-27,89,1,0,-1.1338219942242986
1995-12-04,1995-12-18,14,1,0,-1.2025428896361894
1995-12-06,1996-02-20,76,1,0,-1.1643619432017849
1995-12-07,1996-02-20,75,1,0,-1.1757903929007947
1995-12-18,1996-02-13,57,1,1,2.386208281114539
1995-12-19,1996-02-27,70,1,0,-1.342506095220486
1995-12-27,1996-02-20,55,1,0,-1.256819944721002
1995-12-29,1996-01-10,12,1,0,-1.2395027136062564
1996-01-04,1996-02-20,47,1,0,-1.2296627183831201
1996-01-10,1996-02-27,48,1,0,-1.3096390213559146
1996-01-17,1996-02-20,34,1,0,-1.322314834721034
1996-01-22,1996-02-20,29,1,0,-1.3610347545729602
1996-01-24,1996-02-20,27,1,0,-1.342647950636286
1996-01-25,1996-02-20,26,1,0,-1.4230489602892895
1996-01-26,1996-02-20,25,1,0,-1.4489983354757199
1996-01-30,1996-02-20,21,1,0,-1.4567873211388116
1996-02-05,1996-02-20,15,1,0,-1.3630097543648398
1996-02-12,1996-02-20,8,1,0,-1.2776090807088232
1996-02-15,1996-02-20,5,1,0,-1.3263693719590826
1996-02-16,1996-02-20,4,1,0,-1.350710155928197
1996-02-22,1996-02-28,6,1,0,-1.3385192844414693
1996-02-23,1996-03-08,14,1,0,-1.3542833643963208
1996-02-27,1996-03-08,10,1,0,-1.3472434761579875
1996-02-28,1996-03-08,9,1,0,-1.3871956368327234
1996-03-01,1996-03-08,7,1,0,-1.5051772414569953
1996-03-04,1996-03-08,4,1,0,-1.5257987586146755
1996-03-05,1996-03-08,3,1,0,-1.5309114962010641
1996-03-06,1996-03-08,2,1,0,-1.5659778921621315
1996-03-08,1996-06-10,94,1,0,-2.641626165785642
1996-03-15,1996-08-30,168,-1,1,1.78125
1996-03-20,1996-09-04,168,-1,1,2.59375
1996-03-25,1996-09-09,168,-1,1,2.75
1996-03-27,1996-09-11,168,-1,1,2.21875
1996-04-01,1996-09-16,168,-1,1,1.03125
1996-04-05,1996-09-20,168,-1,1,0.03125
1996-04-11,1996-08-02,113,-1,0,-2.2733690971485876
1996-04-12,1996-09-27,168,-1,0,-0.5
1996-04-18,1996-10-03,168,-1,0,-1.3125
1996-04-22,1996-10-07,168,-1,0,-1.21875
1996-04-30,1996-08-09,101,-1,0,-1.9213130576396167
1996-05-02,1996-08-01,91,-1,0,-2.0580075986435244
1996-05-08,1996-08-01,85,-1,0,-1.9222118520214917
1996-05-10,1996-08-02,84,-1,0,-1.9128567143560005
1996-05-14,1996-08-09,87,-1,0,-1.850274650076386
1996-05-20,1996-08-12,84,-1,0,-1.7357006244221265
1996-05-29,1996-08-02,65,-1,0,-1.7289940947324893
1996-05-31,1996-08-01,62,-1,0,-1.7187337848273327
1996-06-06,1996-08-02,57,-1,0,-1.6167032235542502
1996-06-07,1996-07-18,41,-1,0,-1.9160699615092789
1996-06-12,1996-06-28,16,-1,0,-1.7986714753205364
1996-06-14,1996-06-28,14,-1,0,-1.7646872679624876
1996-06-25,1996-08-01,37,-1,0,-1.5357737475965056
1996-06-27,1996-08-02,36,-1,0,-1.5626514625582606
1996-06-28,1996-08-12,45,-1,0,-1.6531989788781318
1996-07-02,1996-08-02,31,-1,0,-1.6187835037603817
1996-07-09,1996-07-18,9,-1,0,-1.519588104305606
1996-07-10,1996-07-18,8,-1,0,-1.5319319849163509
1996-07-12,1996-08-01,20,-1,0,-1.505612258280597
1996-07-16,1996-08-02,17,-1,0,-1.5270059113300878
1996-07-18,1996-10-04,78,-1,0,-1.610411485629192
1996-07-19,1996-08-02,14,-1,0,-1.6246646255132473
1996-07-24,1996-08-02,9,-1,0,-1.6075709427292055
1996-07-29,1996-08-01,3,-1,0,-1.5506474206354879
1996-07-31,1996-08-02,2,-1,0,-1.555656758211448
1996-08-01,1996-10-29,89,-1,0,-1.789466275709186
1996-08-02,1996-11-12,102,-1,0,-1.9116956018952074
1996-08-12,1996-11-07,87,-1,0,-1.683481879256532
1996-08-13,1996-08-29,16,1,0,-1.7162548400210995
1996-08-22,1996-08-29,7,1,0,-1.4933856706405764
1996-08-23,1996-08-30,7,1,0,-1.559227604684728
1996-08-26,1996-11-05,71,1,1,3.2197282102999503
1996-08-29,1996-10-29,61,1,1,3.084389386955562
1996-08-30,1996-10-04,35,1,1,3.227368896771161
1996-09-05,1996-09-13,8,-1,0,-1.5508678085564678
1996-09-09,1996-09-26,17,-1,0,-1.5243919373160266
1996-09-13,1996-10-04,21,-1,0,-1.6518245246392511
1996-09-17,1996-10-04,17,-1,0,-1.6319421963814216
1996-09-24,1996-10-04,10,-1,0,-1.5047939457439554
1996-09-25,1996-10-29,34,-1,0,-1.5110313789562015
1996-09-30,1996-10-04,4,-1,0,-1.443233776349016
1996-10-01,1996-10-29,28,-1,0,-1.4601036081507741
1996-10-04,1997-03-13,160,1,0,-1.5628487437482133
1996-10-09,1996-11-29,51,1,1,2.9783295575905284
1996-10-11,1996-11-29,49,1,1,2.96897240230348
1996-10-17,1996-11-29,43,1,1,2.905857867184741
1996-10-22,1996-11-20,29,1,1,2.734649525254853
1996-10-29,1997-01-10,73,1,0,-1.492234718488846
1996-11-05,1997-01-02,58,1,0,-1.3755719538180111
1996-11-14,1996-12-11,27,1,0,-1.2598651983741045
1996-11-20,1996-12-11,21,1,0,-1.1822692990779178
1996-12-04,1996-12-11,7,1,0,-1.0267498210185193
1996-12-05,1996-12-17,12,1,0,-1.1601877801517664
1996-12-09,1996-12-12,3,1,0,-1.164829796968282
1996-12-11,1997-01-10,30,1,0,-1.4231232796052544
1996-12-13,1997-01-07,25,1,0,-1.428272914828031
1996-12-17,1997-01-27,41,1,0,-1.392324342998535
1996-12-19,1997-01-10,22,1,0,-1.4567683321949094
1996-12-27,1997-01-02,6,1,0,-1.344880452834786
1996-12-31,1997-03-13,72,1,0,-1.4564952060533642
1997-01-09,1997-03-13,63,1,0,-1.3373619713964475
1997-01-10,1997-03-27,76,1,0,-1.4412616661836681
1997-01-14,1997-03-21,66,1,0,-1.4685829936866004
1997-01-23,1997-03-26,62,1,0,-1.33751368079577
1997-01-27,1997-03-27,59,1,0,-1.3186127819796278
1997-01-29,1997-02-07,9,-1,0,-1.2710084779780377
1997-01-31,1997-02-14,14,-1,0,-1.3151557473776911
1997-02-03,1997-03-27,52,-1,1,2.65002106245784
1997-02-07,1997-02-27,20,1,0,-1.2531918750390099
1997-02-13,1997-02-26,13,1,0,-1.2070924401774825
1997-02-14,1997-02-26,12,1,0,-1.216038568951227
1997-02-20,1997-02-26,6,1,0,-1.200991891901158
1997-02-26,1997-03-26,28,1,0,-1.4853847082025973
1997-03-04,1997-03-27,23,1,0,-1.3684007525183415
1997-03-07,1997-06-16,101,-1,0,-1.3255715243386936
1997-03-13,1997-06-06,85,-1,0,-1.3931466732161568
1997-03-20,1997-06-03,75,-1,0,-1.2465863023663275
1997-03-26,1997-05-09,44,-1,0,-1.16234777047772
1997-03-27,1997-04-30,34,-1,0,-1.2759431697994237
1997-04-03,1997-05-01,28,-1,0,-1.194281223107666
1997-04-04,1997-04-30,26,-1,0,-1.19712875576279
1997-04-07,1997-05-01,24,-1,0,-1.199827652198622
1997-04-11,1997-04-29,18,-1,0,-1.1498135323152625
1997-04-15,1997-05-01,16,-1,0,-1.1911970748299836
1997-04-18,1997-05-02,14,-1,0,-1.1326598621255297
1997-04-24,1997-04-30,6,-1,0,-1.1059369285665064
1997-04-29,1997-06-06,38,-1,0,-1.3493734112859783
1997-04-30,1997-06-06,37,-1,0,-1.357301798765212
1997-05-06,1997-06-12,37,-1,0,-1.2376350445622524
1997-05-07,1997-06-06,30,-1,0,-1.2770805488896062
1997-05-09,1997-06-13,35,-1,0,-1.270413256518461
1997-05-13,1997-06-06,24,-1,0,-1.2573642005043333
1997-05-21,1997-06-06,16,-1,0,-1.116501840131865
1997-05-30,1997-06-13,14,-1,0,-1.113900355850112
1997-06-03,1997-06-13,10,-1,0,-1.0745246507147301
1997-06-06,1997-07-07,31,-1,0,-1.1696379525429648
1997-06-09,1997-07-22,43,1,1,2.3615092996026537
1997-06-12,1997-07-29,47,1,1,2.3895299567723884
1997-06-13,1997-07-31,48,1,1,2.3951744703877043
1997-06-20,1997-07-31,41,1,1,2.16074652267884
1997-06-25,1997-07-29,34,1,1,2.053525150394073
1997-06-26,1997-07-23,27,1,1,2.063793174263339
1997-06-30,1997-07-22,22,1,1,2.0727541810807413
1997-07-01,1997-07-29,28,1,1,2.1470024220825437
1997-07-03,1997-10-07,96,1,1,2.397269333822662
1997-07-16,1997-08-12,27,1,0,-1.064508591363656
1997-07-21,1997-10-07,78,1,1,2.0313138129442203
1997-07-22,1997-08-08,17,1,0,-1.1508745605326725
1997-07-29,1997-08-08,10,1,0,-1.0723331426611298
1997-07-31,1997-08-01,1,1,0,-1.0654967282383692
1997-08-01,1997-12-12,133,1,1,2.892071308935751
1997-08-08,1997-10-30,83,1,1,2.9144908618696403
1997-08-14,1997-11-19,97,1,1,2.7723283895284347
1997-08-18,1997-12-12,116,1,1,2.694589716672142
1997-08-21,1997-10-30,70,1,1,2.5928247494493877
1997-08-22,1997-10-06,45,1,1,2.6146898807104098
1997-08-28,1997-10-30,63,1,1,2.534286095254353
1997-09-03,1997-10-07,34,1,1,2.4464740226985278
1997-09-11,1997-10-01,20,1,1,2.1479906729144185
1997-09-12,1997-10-30,48,1,1,2.347614903339338
1997-09-16,1998-01-05,111,1,1,2.9673284533867883
1997-09-24,1998-01-05,103,1,1,2.6555531077170915
1997-09-25,1998-01-02,99,1,1,2.757261175969844
1997-10-01,1998-01-05,96,1,1,2.6959375474465914
1997-10-06,1997-10-17,11,1,0,-1.2862198507460745
1997-10-08,1998-01-05,89,1,1,2.9148694277919636
1997-10-10,1998-01-02,84,1,1,2.8675603415484243
1997-10-17,1997-12-19,63,1,1,2.781479594440679
1997-10-23,1998-01-05,74,1,1,2.7350484236816905
1997-10-27,1998-01-08,73,1,1,2.864172806692194
1997-10-28,1998-01-05,69,1,1,2.9314350706207515
1997-10-29,1998-01-09,72,1,1,2.9624560747126742
1997-10-30,1998-01-09,71,1,1,2.9774928538741996
1997-11-03,1998-01-09,67,1,1,2.936912662069118
1997-11-06,1998-01-09,64,1,1,2.820787846473962
1997-11-19,1998-01-09,51,1,1,2.398483555337545
1997-11-26,1998-01-05,40,1,1,2.2034858133200945
1997-12-05,1998-01-05,31,1,1,2.0989611280319638
1997-12-08,1998-01-05,28,1,1,2.1362305414303377
1997-12-10,1998-01-05,26,1,1,2.126825165790815
1997-12-11,1998-01-09,29,1,1,2.25770149079746
1997-12-12,1998-05-29,168,1,1,0.78125
1997-12-17,1998-01-09,23,1,1,2.2581426122262194
1997-12-19,1998-06-05,168,1,1,0.5
1997-12-29,1998-01-09,11,1,1,2.0677650368558798
1997-12-30,1998-01-08,9,1,1,2.0914993749129875
1997-12-31,1998-01-09,9,1,1,2.113800168771482
1998-01-05,1998-03-02,56,1,0,-1.3721900963871054
1998-01-08,1998-02-24,47,1,0,-1.3542319341241067
1998-01-09,1998-01-23,14,1,0,-1.4227713009586056
1998-01-14,1998-01-23,9,1,0,-1.3511348933937384
1998-01-16,1998-03-02,45,1,0,-1.335130279741218
1998-01-23,1998-07-10,168,1,1,1.34375
1998-01-26,1998-04-27,91,1,0,-1.5111799566381239
1998-01-27,1998-07-14,168,1,1,0.78125
1998-01-29,1998-03-03,33,1,0,-1.5896903357636984
1998-02-05,1998-04-27,81,1,0,-1.4655259574472483
1998-02-11,1998-03-03,20,1,0,-1.3816521824460608
1998-02-20,1998-03-03,11,1,0,-1.2537187692196945
1998-02-24,1998-08-11,168,1,1,2.125
1998-03-02,1998-08-17,168,1,1,2.25
1998-03-03,1998-08-11,161,1,1,2.710034834895871
1998-03-09,1998-08-21,165,1,1,2.5634035742692514
1998-03-12,1998-04-27,46,1,0,-1.2604353334055527
1998-03-19,1998-04-27,39,1,0,-1.1420072805674397
1998-03-25,1998-08-21,149,1,1,2.191828478176623
1998-03-27,1998-08-11,137,1,1,2.1235123969889624
1998-03-31,1998-08-20,142,1,1,2.143184878259373
1998-04-01,1998-04-27,26,1,0,-1.0743258759891783
1998-04-02,1998-04-27,25,1,0,-1.0837860874863265
1998-04-03,1998-04-21,18,1,0,-1.2084675913145018
1998-04-07,1998-04-27,20,1,0,-1.1792466661516876
1998-04-15,1998-04-27,12,1,0,-1.1088404601639406
1998-04-21,1998-08-20,121,1,1,2.1124613003134063
1998-04-27,1998-06-15,49,1,1,2.4786103932736734
1998-04-30,1998-08-24,116,1,1,2.7176424533637165
1998-05-11,1998-08-11,92,1,1,2.481912975687691
1998-05-12,1998-08-21,101,1,1,2.599042596407874
1998-05-20,1998-08-24,96,1,1,2.3537790984222946
1998-05-21,1998-08-21,92,1,1,2.361305198817211
1998-05-27,1998-08-25,90,1,1,2.284970557199755
