,US10
2009-12-02,449.6516331315637
2009-12-03,438.83210730829336
2009-12-04,418.5864804689817
2009-12-07,424.5731842212816
2009-12-08,429.4157421200795
2009-12-09,428.29900578904505
2009-12-10,424.5648857276808
2009-12-11,420.1060841989955
2009-12-14,419.0728107542446
2009-12-15,416.8451989791416
2009-12-16,417.1281243595846
2009-12-17,417.1281243595846
2009-12-18,417.0903668839745
2009-12-21,415.1189598602293
2009-12-22,414.2253863135407
2009-12-23,414.2720895811528
2009-12-24,416.114859083003
2009-12-25,416.077482424605
2009-12-28,417.8595624811025
2009-12-29,416.58436788573533
2009-12-30,414.55031693718524
2009-12-31,418.7712375058106
2010-01-01,418.7712375058106
2010-01-04,417.92012844427757
2010-01-05,410.61259913200894
2010-01-06,413.03503528674037
2010-01-07,413.74045846025956
2010-01-08,412.6808687646852
2010-01-11,412.6808687646852
2010-01-12,408.61833326469457
2010-01-13,410.36438096742415
2010-01-14,410.180968768014
2010-01-15,409.8826750966872
2010-01-18,409.8196091219487
2010-01-19,408.8875951490226
2010-01-20,410.390403828447
2010-01-21,412.2294323419164
2010-01-22,412.75133132135295
2010-01-25,411.1379192931821
2010-01-26,412.14422207179064
2010-01-27,410.29570152025025
2010-01-28,410.79802385143427
2010-01-29,415.6585862971456
2010-02-01,412.43482788948194
2010-02-02,414.196322610352
2010-02-03,409.2471830052274
2010-02-04,416.74827699876465
2010-02-05,422.731253143391
2010-02-08,418.93742926825314
2010-02-09,415.43460162069243
2010-02-10,410.85963527413736
2010-02-11,408.9334852270884
2010-02-12,411.93114421041093
2010-02-15,411.838664935314
2010-02-16,413.75805992882147
2010-02-17,408.4839009772008
2010-02-18,404.3997509665794
2010-02-19,404.23353412113306
2010-02-22,404.20968848794035
2010-02-23,405.0682887769194
2010-02-24,405.0439804882547
2010-02-25,406.38566019992356
2010-02-26,408.07912868754516
2010-03-01,407.2620836593562
2010-03-02,407.43655664789884
2010-03-03,407.6190293321885
2010-03-04,408.8087614321859
2010-03-05,402.8383979027378
2010-03-08,401.19650109304655
2010-03-09,402.9279451041508
2010-03-10,400.94766632030314
2010-03-11,399.94619604032
2010-03-12,400.0718190238874
2010-03-15,400.5718908429112
2010-03-16,404.5764659696546
2010-03-17,404.5614762537967
2010-03-18,402.12672473455655
2010-03-19,400.8086420821283
2010-03-22,404.0951987957923
2010-03-23,404.0951987957923
2010-03-24,391.5243247758223
2010-03-25,385.75727020859364
2010-03-26,386.46877159710414
2010-03-29,386.52197911899765
2010-03-30,386.52197911899765
2010-03-31,385.4577122896749
2010-04-01,386.18746502609713
2010-04-02,387.8587344371244
2010-04-05,388.6766048145552
2010-04-06,387.77315718578177
2010-04-07,381.9427436662955
2010-04-08,383.3631137527985
2010-04-09,382.99382821140784
2010-04-12,381.8183499137027
2010-04-13,380.99472605236997
2010-04-14,380.9551581424081
2010-04-15,381.270784964939
2010-04-16,383.25602695291934
2010-04-19,382.39466063660046
2010-04-20,382.1986878057168
2010-04-21,384.84324623415125
2010-04-22,382.5585769121007
2010-04-23,379.6632254506281
2010-04-26,380.5968200705258
2010-04-27,386.8079806879086
2010-04-28,383.2671360564485
2010-04-29,386.438576636819
2010-04-30,389.8588478787966
2010-05-03,386.7256724842545
2010-05-04,393.11394693561044
2010-05-05,398.34651836557396
2010-05-06,411.3861325106555
2010-05-07,408.11409342546216
2010-05-10,395.8978123588794
2010-05-11,397.2327841184006
2010-05-12,393.7381583783535
2010-05-13,394.6500407226603
2010-05-14,407.19481027679507
2010-05-17,404.56113506028555
2010-05-18,413.068445703868
2010-05-19,413.70545866624565
2010-05-20,425.610552047263
2010-05-21,432.1772328454426
2010-05-24,429.07145071977527
2010-05-25,441.24009408633003
2010-05-26,428.37196845840884
2010-05-27,406.0737494083218
2010-05-28,415.2651094877351
2010-05-31,415.2651094877351
2010-06-01,415.5388440771505
2010-06-02,409.5061703064939
2010-06-03,405.79925833776
2010-06-04,426.40426438188183
2010-06-07,428.11507824112294
2010-06-08,430.4443010843336
2010-06-09,427.67825159761657
2010-06-10,409.4568619721364
2010-06-11,423.462894172262
2010-06-14,417.32856338118074
2010-06-15,413.48133936261553
2010-06-16,415.576690076642
2010-06-17,422.68198133676077
2010-06-18,419.587240991022
2010-06-21,417.9797679642061
2010-06-22,424.92393422847624
2010-06-23,430.1338631633224
2010-06-24,429.68123968137155
2010-06-25,432.14877107431244
2010-06-28,443.3083898354021
2010-06-29,450.4767202861861
2010-06-30,450.7809347093063
2010-07-01,452.3060955682422
2010-07-02,444.4197631658402
2010-07-05,444.4197631658402
2010-07-06,455.9036175451196
2010-07-07,447.65192322218417
2010-07-08,439.94276688480244
2010-07-09,433.71139891294916
2010-07-12,438.1844796633173
2010-07-13,428.1860211270722
2010-07-14,440.66828459078994
2010-07-15,451.3126914436712
2010-07-16,459.6544009205581
2010-07-19,455.75104459663817
2010-07-20,461.0567303505217
2010-07-21,468.03726161699115
2010-07-22,458.67748197345446
2010-07-23,443.31385121918447
2010-07-26,445.11210895010305
2010-07-27,434.91756882416894
2010-07-28,447.6520539464623
2010-07-29,452.52958005192295
2010-07-30,467.6046820104882
2010-08-02,458.67866858180963
2010-08-03,473.44873588244116
2010-08-04,463.75455777984325
2010-08-05,470.9424283915363
2010-08-06,489.7835285284569
2010-08-09,487.9715497042606
2010-08-10,502.57046865182673
2010-08-11,522.9072219688259
2010-08-12,513.9723965037105
2010-08-13,521.7429846469605
2010-08-16,542.5108823578919
2010-08-17,523.7375175139972
2010-08-18,521.5934197975429
2010-08-19,533.3454203905901
2010-08-20,518.6498274330897
2010-08-23,522.9030449966922
2010-08-24,548.5977956028057
2010-08-25,531.3187449543248
2010-08-26,541.6269963367821
2010-08-27,505.2347151383052
2010-08-30,536.3198831990264
2010-08-31,545.2880165528627
2010-09-01,523.3596820801257
2010-09-02,516.6132682213967
2010-09-03,504.1293600274237
2010-09-06,504.0676474193226
2010-09-07,517.5742224733391
2010-09-08,510.7819781919815
2010-09-09,496.39042783083295
2010-09-10,492.2657923368127
2010-09-13,498.65238793638025
2010-09-14,504.3770013960218
2010-09-15,501.63028283154813
2010-09-16,498.0769039735743
2010-09-17,501.02056373531923
2010-09-20,504.3731315674053
2010-09-21,516.6320584240317
2010-09-22,519.4671096627113
2010-09-23,519.7115609119555
2010-09-24,511.4528022241247
2010-09-27,528.965192637825
2010-09-28,540.8467382299989
2010-09-29,533.7594873765208
2010-09-30,530.6402023995896
2010-10-01,531.5270401842141
2010-10-04,542.6281014374522
2010-10-05,547.5790600098495
2010-10-06,561.3411581739273
2010-10-07,562.8612414538579
2010-10-08,568.8895103022716
2010-10-11,573.3944587673927
2010-10-12,560.0742488561366
2010-10-13,565.2723335658787
2010-10-14,544.8983683504237
2010-10-15,529.0596397913491
2010-10-18,550.4411324395998
2010-10-19,554.3742686623204
2010-10-20,554.813926374078
2010-10-21,543.3554621952457
2010-10-22,537.0224318642612
2010-10-25,536.9841247838481
2010-10-26,518.611418952577
2010-10-27,506.1363692626442
2010-10-28,517.3147575049444
2010-10-29,522.5233507713924
2010-11-01,522.8747160885687
2010-11-02,526.1073826352577
2010-11-03,526.8915290263532
2010-11-04,550.3808551982097
2010-11-05,543.0655158822057
2010-11-08,541.4578520925002
2010-11-09,520.2095607419361
2010-11-10,530.9962007952757
2010-11-11,520.9101208981888
2010-11-12,509.6660996700798
2010-11-15,488.65757258831144
2010-11-16,492.1602681776897
2010-11-17,491.4384625967448
2010-11-18,490.0335358378238
2010-11-19,490.0792428267367
2010-11-22,490.4203823889959
2010-11-23,490.6048887584924
2010-11-24,489.8832737799381
2010-11-25,489.84524059315095
2010-11-26,490.39822050620705
2010-11-29,490.8686940881729
2010-11-30,491.2010577285975
2010-12-01,488.9095083133989
