index,meta_best,baseline_g1
2022-08-15,995.9867461299593,940.1585930232802
2022-08-16,1001.3603569574839,946.0358392128635
2022-08-17,1016.6338943347636,962.0042563191242
2022-08-18,1014.3244066703024,959.6308960662773
2022-08-19,1028.3780309188073,972.8290944025975
2022-08-22,1037.642596446873,981.3739291888045
2022-08-23,1042.4338728429577,985.4459093520552
2022-08-24,1056.1478623227108,996.5631799493327
2022-08-25,1039.3762193590874,982.9159811849589
2022-08-26,1047.908178614465,989.9581610862034
2022-08-29,1062.2441723300783,1001.2857409433688
2022-08-30,1063.275538369498,1002.1249415288721
2022-08-31,1089.5411697315847,1021.3219160154788
2022-09-01,1103.5763008729884,1031.6865339123306
2022-09-02,1080.9991884570436,1014.6927092643978
2022-09-05,1080.9991884570436,1014.6927092643978
2022-09-06,1080.9991884570436,1014.6927092643978
2022-09-07,1059.0489208923286,998.150363372353
2022-09-08,1072.5911291969203,1008.493148395233
2022-09-09,1071.4148068437187,1007.5973356990346
2022-09-12,1077.2242884341645,1012.2582683807875
2022-09-13,1099.3114458322925,1030.8022002536538
2022-09-14,1103.301672200625,1034.2090530689113
2022-09-15,1116.2891333650844,1045.8202157386631
2022-09-16,1110.8332888340226,1041.1147685869596
2022-09-19,1122.9513295653906,1052.4204751745242
2022-09-20,1141.9997823402164,1070.5785139888421
2022-09-21,1138.950097789404,1067.7547577822052
2022-09-22,1183.6222050991828,1109.2880105392849
2022-09-23,1184.7834537653807,1110.2483940433062
2022-09-26,1236.5892447811034,1155.4449259797636
2022-09-27,1237.0085533254485,1155.833565846308
2022-09-28,1196.5110359387902,1118.560759015433
2022-09-29,1205.8501826977867,1128.7486721201362
2022-09-30,1212.585755294531,1136.1004026882667
2022-10-03,1184.7577569420266,1106.7454365021297
2022-10-04,1183.5560236957176,1105.3414872803394
2022-10-05,1197.4311989892783,1120.6509081822398
2022-10-06,1208.6966610587483,1132.6712241952357
2022-10-07,1216.8285607426665,1140.825033755114
2022-10-10,1224.3737012808529,1148.0416921123935
2022-10-11,1224.3737012808529,1148.0416921123935
2022-10-12,1216.0175515042977,1140.2749613216351
2022-10-13,1224.7900112856626,1149.2835335360605
2022-10-14,1235.6539708123319,1160.764718820659
2022-10-17,1231.1849427708853,1156.3211012425052
2022-10-18,1229.066154248535,1154.0230181464444
2022-10-19,1249.1991103849493,1176.5771263542454
2022-10-20,1261.9564107158653,1190.5735989550662
2022-10-21,1253.4261108554417,1179.8767717939063
2022-10-24,1255.2479835780957,1182.3055803747143
2022-10-25,1237.6440291160045,1159.2768084286872
2022-10-26,1227.2080599525805,1145.7822268561624
2022-10-27,1214.3826942182602,1129.393403953938
2022-10-28,1232.3529479080282,1148.7741840259046
2022-10-31,1238.5562374685046,1155.572474617025
2022-11-01,1241.7841055856425,1159.1165505735348
2022-11-02,1248.37821598571,1166.913882798837
2022-11-03,1257.1302569150118,1177.9883632014494
2022-11-04,1253.649906369287,1173.5783528023182
2022-11-07,1261.9458894423447,1184.058476729328
2022-11-08,1246.8745614780125,1165.1918694214253
