spec,instrument,capital_usd,start,end,n_days,sharpe_meta_full_sample_ann,sharpe_baseline_g1_ann,only_config,selection_bias_eliminated,touch_detection_mode,g_mean_cusum_days,g_mean_all_days,g_delta_mean_abs,g_sample_selection_warn,n_cusum_events_total,n_resets_rule_5_2_a,n_events_dropped_rewarmup_5_2_b,n_events_dropped_cross_gap_5_2_c,n_events_used_for_labels,events_used_fraction,n_gaps_detected,labels_used_fraction_warn_threshold,avg_uniqueness_label_mean,G_TBM1_dsr_uplift,G_TBM1_pass,dsr_meta,dsr_baseline,G_TBM2_pbo,G_TBM2_pass,G_TBM3_dd_meta_pct,G_TBM3_dd_baseline_pct,G_TBM3_dd_delta_pct,G_TBM3_pass,G_TBM4_skew_meta,G_TBM4_skew_baseline,G_TBM4_skew_delta,G_TBM4_pass,G_TBM5_f1_meta,G_TBM5_f1_naive,G_TBM5_f1_lift,G_TBM5_pass,G_TBM6_g_min_observed,G_TBM6_g_max_observed,G_TBM6_pass,G_family_DSR_sharpe_meta_ann,G_family_DSR_threshold_ann,G_family_DSR_passes_absolute,sr_trials_std_ann_family_level,n_configs_in_grid,G_TBM2_note
tbm_meta_us10_baseline_1m,US10,1000000,1982-08-30,2026-04-03,11375,0.3154906865957859,0.3164843424078465,feat=ER_plus_rest_tau=0.50,single config: no within-cell best-of-N,close-to-close (use_high_low=False); close-to-close touch is CONSERVATIVE -- OHLC connection in a future run is the production-grade version,0.316,0.3151,0.0009,False,4148,0,0,0,4143,0.9988,0,0.75,0.0989,-0.0026,False,0.4758,0.4785,,,-51.1277,-48.6423,-2.4854,True,-0.0275,-0.0335,0.006,True,0.3746,0.0,0.3746,True,0.3,0.5914,True,0.3155,0.325,False,0.1426,50,N/A -- single config (no within-cell sweep); PBO evaluated when grid extends in next run
