,baseline_daily_pct,dmom_daily_pct,w_dmom
2003-05-22,0.0,0.0,0.03264214470363882
2003-05-23,0.0,0.0,0.03148528281614167
2003-05-26,0.0,0.0,0.03112892890883293
2003-05-27,0.0,-0.0,-0.007389523465159775
2003-05-28,-0.004372145669642099,-0.00013745036051307082,0.03143773581641035
2003-05-29,-0.275,-0.008557581167051593,0.0311184769710967
2003-05-30,1.4,0.04246333414839117,0.030330952963136554
2003-06-02,0.5,0.01606008326249205,0.0321201665249841
2003-06-03,0.4,0.0130149743155109,0.03253743578877725
2003-06-04,1.3956847847353084,0.04356402075114637,0.03121336653348147
2003-06-05,0.9,0.029495845756340837,0.03277316195148982
2003-06-06,-0.6,-0.020074901041821008,0.03345816840303501
2003-06-09,-2.15,-0.06829516383031323,0.03176519247921546
2003-06-10,1.95,0.05715487724398354,0.0293101934584531
2003-06-11,2.1,-0.013201407469593028,-0.006286384509330013
2003-06-12,0.7,0.020610372839075315,0.029443389770107593
2003-06-13,-2.2,-0.06316579389622992,0.028711724498286326
2003-06-16,4.15,0.10186226694611897,0.02454512456532987
2003-06-17,0.05,0.0014180371714355427,0.028360743428710852
2003-06-18,-0.25,-0.0070884987888346065,0.028353995155338426
2003-06-19,-2.9,-0.0773038918245572,0.026656514422261104
2003-06-20,-0.45,-0.011305086686764734,0.025122414859477186
2003-06-23,-2.103920445504988,-0.05031962888988217,0.023917077757093775
2003-06-24,0.05,0.0011222328765098765,0.02244465753019753
2003-06-25,-0.95,-0.02117479853039313,0.022289261610940136
2003-06-26,1.15,0.025056520603036366,0.021788278785249016
2003-06-27,-1.025,-0.024180139309515625,0.023590379814161587
2003-06-30,0.0,0.0,0.02297321673318901
2003-07-01,0.8,0.018277699834716294,0.022847124793395367
2003-07-02,1.175,0.02683578308146169,0.022838964324648246
2003-07-03,-1.05,-0.024935936988155414,0.02374851141729087
2003-07-04,0.0,0.0,0.023027326930512345
2003-07-07,2.0,-0.009228908112707726,-0.004614454056353863
2003-07-08,0.5,0.011275008442932985,0.02255001688586597
2003-07-09,-0.65,-0.014844810900566016,0.02283817061625541
2003-07-10,-1.225,-0.02733825096590896,0.02231693956400731
2003-07-11,0.85,0.018432554067711965,0.021685357726719957
2003-07-14,0.525,0.011697941043312617,0.022281792463452604
2003-07-15,-0.15,-0.0033417350875719616,0.022278233917146412
2003-07-16,-0.6,-0.01313905921315128,0.0218984320219188
2003-07-17,-1.425,-0.03013454403847277,0.021147048448051067
2003-07-18,0.975,0.01990736177413726,0.020417806947833086
2003-07-21,-1.25,-0.02696065480312252,0.021568523842498015
2003-07-22,0.875,0.017768006857900275,0.02030629355188603
2003-07-23,0.075,0.0015552704365205331,0.02073693915360711
2003-07-24,-0.725,-0.014968744901944704,0.020646544692337523
2003-07-25,1.65,0.03379594896185095,0.0204823933102127
2003-07-28,-0.275,-0.0059435079401327084,0.02161275614593712
