index,PRICE,FORWARD,CARRY,PRICE_CONTRACT,FORWARD_CONTRACT,CARRY_CONTRACT
2026-03-27 22:00:00,4540.1,4575.7,4575.7,20260600,20260800,20260800
2026-03-27 23:00:00,4417.8,4442.8,4442.8,20260600,20260800,20260800
2026-03-28 01:00:00,4515.5,4550.3,4550.3,20260600,20260800,20260800
2026-03-28 02:00:00,4546.1,4579.4,4579.4,20260600,20260800,20260800
2026-03-28 03:00:00,4543.1,4577.2,4577.2,20260600,20260800,20260800
2026-03-28 04:00:00,4521.3,4554.8,4554.8,20260600,20260800,20260800
2026-03-28 23:00:00,4546.5,4577.3,4577.3,20260600,20260800,20260800
2026-03-30 21:30:00,4553.7,4586.3,4586.3,20260600,20260800,20260800
2026-03-30 22:00:00,4569.2,4603.3,4603.3,20260600,20260800,20260800
2026-03-30 23:00:00,4578.1,4614.2,4614.2,20260600,20260800,20260800
2026-03-31 01:00:00,4544.8,4575.9,4575.9,20260600,20260800,20260800
2026-03-31 02:00:00,4528.8,4563.1,4563.1,20260600,20260800,20260800
2026-03-31 03:00:00,4543.2,4579.9,4579.9,20260600,20260800,20260800
2026-03-31 04:00:00,4540.4,4574.2,4574.2,20260600,20260800,20260800
2026-03-31 21:30:00,4637.3,4671.9,4671.9,20260600,20260800,20260800
2026-03-31 22:00:00,4628.7,4666.0,4666.0,20260600,20260800,20260800
2026-03-31 23:00:00,4569.5,4602.3,4602.3,20260600,20260800,20260800
2026-04-01 01:00:00,4685.5,4721.7,4721.7,20260600,20260800,20260800
2026-04-01 02:00:00,4698.2,4735.3,4735.3,20260600,20260800,20260800
2026-04-01 03:00:00,4713.3,4748.8,4748.8,20260600,20260800,20260800
2026-04-01 04:00:00,4699.6,4733.9,4733.9,20260600,20260800,20260800
2026-04-01 21:30:00,4765.4,4802.4,4802.4,20260600,20260800,20260800
2026-04-01 22:00:00,4788.4,4828.0,4828.0,20260600,20260800,20260800
2026-04-01 23:00:00,4814.4,4850.8,4850.8,20260600,20260800,20260800
2026-04-02 01:00:00,4801.4,4839.1,4839.1,20260600,20260800,20260800
2026-04-02 02:00:00,4779.5,4815.5,4815.5,20260600,20260800,20260800
2026-04-02 03:00:00,4791.7,4828.1,4828.1,20260600,20260800,20260800
2026-04-02 04:00:00,4784.6,4825.4,4825.4,20260600,20260800,20260800
2026-04-02 21:30:00,4672.9,4705.1,4705.1,20260600,20260800,20260800
2026-04-02 22:00:00,4707.9,4746.7,4746.7,20260600,20260800,20260800
2026-04-02 23:00:00,4815.0,4852.3,4852.3,20260600,20260800,20260800
2026-04-03 01:00:00,4675.7,4709.7,4709.7,20260600,20260800,20260800
2026-04-03 02:00:00,4695.2,4733.4,4733.4,20260600,20260800,20260800
2026-04-03 03:00:00,4697.9,4734.1,4734.1,20260600,20260800,20260800
2026-04-03 04:00:00,4702.7,4737.5,4737.5,20260600,20260800,20260800
2026-04-03 23:00:00,4686.5,4722.2,4722.2,20260600,20260800,20260800
